"week","ind","type","KLRG1","CD25","CCR8","Ki67","wkty","Dim.1","Dim.2","Dim.3","Dim.4"
"317",6,57,"cur",643,345,386,764,"cur_6",2.18797473104284,-0.19582340206094,0.557565645222314,-0.300511395067334
"318",6,45,"ina",403,545,544,373,"ina_6",1.36406228086294,2.40999450599199,-1.74642946202412,-1.48838558098979
"319",6,45,"ina",625,481,395,794,"ina_6",2.29256452254663,1.11593958548128,0.26310640002744,0.332946913769362
"320",6,45,"ina",420,411,327,377,"ina_6",-0.124357201789979,0.63163517279337,-0.0257907419959431,-0.610781672442926
"321",6,45,"ina",553,478,461,728,"ina_6",2.35420096195617,1.23443442941451,-0.510204591141117,-0.2286096811035
"322",6,45,"ina",388,348,425,312,"ina_6",0.282915324858287,0.264248009017003,-0.772321633459852,-1.6944529051534
"323",6,45,"ina",638,521,530,841,"ina_6",3.44960601311711,1.7463184693936,-0.668387987485792,-0.258777803016679
"324",6,45,"ina",395,448,392,489,"ina_6",0.643519904671537,0.94710468080722,-0.668592716589019,-0.461499815171837
"325",6,45,"ina",647,483,451,824,"ina_6",2.85322587012239,1.23630185184899,-0.033633680973678,0.0365087131607236
"326",6,45,"ina",394,556,487,365,"ina_6",0.90308751003574,2.4010006924334,-1.40169880157901,-1.07693901618005
"327",6,45,"ina",681,447,474,850,"ina_6",3.19902581870838,0.928077102091895,-0.00501594048183781,-0.230458058936807
"328",6,45,"ina",442,483,465,385,"ina_6",0.946518405530668,1.65420657513195,-0.955349017597237,-1.24073259767751
"329",6,45,"ina",376,459,338,279,"ina_6",-0.492617853360265,1.22251848781599,-0.326383955574235,-0.753630519215901
"330",6,45,"ina",651,550,395,610,"ina_6",1.74678358280957,2.09917030772327,0.375662019957474,-0.0635560583485581
"331",6,45,"ina",645,505,549,842,"ina_6",3.60950587682509,1.63334723852105,-0.751436185943416,-0.459044168487811
"332",6,45,"ina",670,390,500,841,"ina_6",3.33094587271172,0.41381086588958,-0.176894348118142,-0.651057766714814
"333",6,45,"ina",550,479,372,725,"ina_6",1.69696235908641,1.05837762958223,0.09344668918921,0.361959505508702
"334",6,45,"ina",665,499,538,857,"ina_6",3.63455181612317,1.55241890929989,-0.579553128322214,-0.391504016024764
"335",6,56,"ina",534,356,469,728,"ina_6",2.37047225621979,0.011418948224494,-0.532118400392572,-0.75265537572368
"336",6,56,"ina",375,376,345,432,"ina_6",0.069049568608098,0.188214231517588,-0.345443476293532,-0.609877070434513
"337",6,56,"ina",674,358,487,852,"ina_6",3.28743394770611,0.0561257342046787,-0.0390268565877723,-0.664756840958433
"338",6,56,"ina",682,530,486,857,"ina_6",3.30433817542587,1.77264502959713,-0.169707821305021,0.0539437745703427
"339",6,56,"ina",592,474,425,767,"ina_6",2.33025418923167,1.10892962136517,-0.0849639600417615,0.0653428373638683
"340",6,56,"ina",457,513,362,447,"ina_6",0.450339753991737,1.66607470799723,-0.219977436120796,-0.242046452810257
"341",6,56,"ina",356,502,336,269,"ina_6",-0.597457500133017,1.63820395827297,-0.447013963488103,-0.565104917539951
"342",6,56,"ina",353,451,381,330,"ina_6",-0.0759469566735681,1.13265805485618,-0.741807754684381,-0.857936718410643
"343",6,56,"ina",411,370,440,279,"ina_6",0.341305059348898,0.589720488718202,-0.779507884074343,-1.85588662896036
"344",6,56,"ina",350,515,405,327,"ina_6",0.0731686960962687,1.82245347275797,-0.986235856777508,-0.759615562836343
"345",6,56,"ina",609,485,374,732,"ina_6",1.89279754148253,1.18190542418524,0.349483631999658,0.300526631901937
"346",6,56,"ina",398,583,504,313,"ina_6",0.861308252216178,2.78545042898577,-1.51126766668492,-1.26568049463978
"347",6,56,"ina",432,492,443,388,"ina_6",0.770836427422581,1.68175426046774,-0.859849017307727,-1.03052383465443
"348",6,57,"ina",603,453,382,813,"ina_6",2.20529537358179,0.756061098398484,0.271722344010034,0.406219594366219
"349",6,57,"ina",478,437,332,517,"ina_6",0.529708079093294,0.768991010978776,0.141399555006838,-0.147265036040609
"350",6,57,"ina",433,565,321,580,"ina_6",0.528097680315581,1.87977924072875,-0.144168797586462,0.745081231440786
"351",6,57,"ina",501,521,373,707,"ina_6",1.50919144493898,1.44769977545622,-0.181173463993761,0.546411276149425
"352",6,57,"ina",596,532,423,797,"ina_6",2.42140216513137,1.645166479214,-0.120521932663331,0.414740042359084
"353",6,57,"ina",651,383,483,839,"ina_6",3.15167918928002,0.288764503042412,-0.14076773880988,-0.542471503427055
"354",6,57,"ina",541,495,339,696,"ina_6",1.33829906120073,1.17979036572503,0.27332495959259,0.561586182135393
"355",6,57,"ina",609,364,402,783,"ina_6",2.27284477108086,-0.0399602368547184,0.260797485492913,-0.206929720663795
"356",6,57,"ina",547,684,328,665,"ina_6",1.15725278452153,3.09426900427038,0.197127650088497,1.29528367643853
"357",6,57,"ina",519,640,379,694,"ina_6",1.54790652105648,2.68764227880661,-0.253920362460604,0.921590870181368
"358",6,57,"ina",601,499,398,727,"ina_6",2.02590340485613,1.36973633783732,0.132626493364356,0.194363262576677
"359",6,57,"ina",413,501,322,336,"ina_6",-0.322383762682925,1.5698340316949,-0.101711943035979,-0.337699869725046
"360",6,57,"ina",394,339,341,401,"ina_6",-0.00832795220634071,-0.122530388829315,-0.180650537714782,-0.874254647439153
"361",6,57,"ina",634,446,436,826,"ina_6",2.72017453806765,0.81741419799182,0.0459111828218965,0.0123150615857117
"362",6,57,"ina",519,376,309,342,"ina_6",-0.100444413949182,0.411443711620369,0.612754330182658,-0.919321987462348
"363",6,57,"ina",385,375,308,419,"ina_6",-0.212776820741466,0.13101038427932,-0.0362055603480737,-0.429425771701948
"364",6,57,"ina",490,604,320,603,"ina_6",0.747371265953567,2.3009960101277,0.08474439592512,0.898158651526501
"365",6,57,"ina",376,367,290,305,"ina_6",-0.743610706791283,0.166397744751286,0.0913315826121266,-0.722922836687473
"366",6,57,"ina",564,379,367,715,"ina_6",1.67371767998551,0.0808365627861493,0.298429496212202,-0.0740427253570106
"367",6,57,"ina",494,483,329,414,"ina_6",0.20593412847416,1.38838693071027,0.224600817611976,-0.321294538996485
"457",6,45,"rb",557,427,419,764,"rb_6",2.18687542608036,0.590403048394783,-0.159930159120045,-0.0409908513971179
"458",6,45,"rb",529,358,360,284,"rb_6",0.101858111741724,0.433886338087658,0.34285177208254,-1.55005810655714
"459",6,45,"rb",540,410,422,705,"rb_6",1.96842861055925,0.491703723183842,-0.224637733348474,-0.307413572552589
"460",6,45,"rb",400,472,446,358,"rb_6",0.608433200806387,1.4938302065046,-1.00166635052709,-1.1841041175552
"461",6,45,"rb",500,419,415,560,"rb_6",1.32900115412974,0.727790846625277,-0.326786123069923,-0.660530306140353
"462",6,45,"rb",457,455,396,353,"rb_6",0.387542906844306,1.29356301395837,-0.366957431843609,-1.03265641970006
"463",6,45,"rb",566,354,478,779,"rb_6",2.69047715507958,-0.0251423639380111,-0.458189311210433,-0.696646605340572
"464",6,45,"rb",332,376,524,299,"rb_6",0.797799271870862,0.704141682902371,-1.74774932070002,-2.19054315277809
"465",6,45,"rb",509,463,385,399,"rb_6",0.600340916433611,1.34554713783061,-0.0683467096366662,-0.852716079507567
"466",6,45,"rb",515,477,390,339,"rb_6",0.452300049411796,1.58892062760493,-0.069455922526822,-1.04616882809289
"467",6,56,"rb",504,456,389,359,"rb_6",0.483549623522444,1.33560479869565,-0.0996613396205492,-1.0385304345443
"468",6,56,"rb",474,455,316,241,"rb_6",-0.51259527407527,1.30640421916217,0.304873199412575,-0.916735687860183
"469",6,56,"rb",557,516,415,748,"rb_6",2.09784256587903,1.4930904233697,-0.216872699679924,0.296449615222997
"470",6,56,"rb",446,401,490,266,"rb_6",0.748912553357743,1.06390042589615,-0.988642977357926,-2.16348640555264
"471",6,56,"rb",473,431,346,458,"rb_6",0.42164748682371,0.81728407123087,0.0458125340789477,-0.461320131161814
"472",6,56,"rb",320,419,352,252,"rb_6",-0.629025446692652,0.825527654848331,-0.638520556006123,-1.0127914271393
"473",6,56,"rb",666,489,490,265,"rb_6",1.33037583455908,2.20263908731292,-0.0396626311920081,-2.16679129764484
"474",6,57,"rb",643,389,472,831,"rb_6",3.02414337349516,0.327606152130383,-0.105602334977856,-0.459181728355708
"475",6,57,"rb",535,407,361,708,"rb_6",1.52710667356644,0.323535460704585,0.177301293507091,0.104558437461262
"476",6,57,"rb",602,378,382,750,"rb_6",1.99981966201645,0.0968775460400537,0.363178515172798,-0.119147657695879
"477",6,57,"rb",534,403,424,618,"rb_6",1.67873942111106,0.543835308917893,-0.231552502501988,-0.64117092648914
"478",6,57,"rb",543,419,432,697,"rb_6",2.02105358559509,0.617518152741982,-0.286407281022136,-0.36954277543592
"479",6,57,"rb",538,443,349,633,"rb_6",1.19738051512987,0.768754911810756,0.262697482313872,0.0676618154419569
