"treatment" "mouse" "organ" "celltype" "Ki67" "CD69" "CD62L" "population"
"T2" 56 "spl" "T2cu" -836.563812254117 63.9731785075323 -1099.56397221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -810.333812254117 -47.3128214924677 -422.743972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -644.374812254117 -10.4014214924677 -12.5309722177681 "T256splT2cu"
"T2" 56 "spl" "T2cu" 1379.02118774588 -4.83942149246774 4303.57502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -833.406812254117 -40.8558214924677 -353.979672217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -821.114812254117 -11.0746214924677 -919.039972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -878.058812254117 -22.7421214924677 -279.856872217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -858.157812254117 -1.60642149246773 -310.115872217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -857.914812254117 -28.0253214924677 -609.726972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -897.470812254117 -17.4400214924677 -200.250072217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -870.334812254117 -10.0631214924677 -816.628972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -817.377812254117 -11.9920214924677 -461.316972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -771.434812254117 43.6021785075323 -696.761972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 5786.57118774588 21.6737785075323 886.695027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -844.175812254117 1.77547850753227 -482.211972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -792.833812254117 3.76837850753226 -167.928972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -847.508812254117 18.1734785075323 177.448027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" 767.831187745883 96.9181785075323 -1990.47497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 11728.0411877459 -62.4857214924677 -786.222972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 3449.91118774588 -22.8622214924677 1344.56502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -747.335812254117 6.07077850753227 -1294.23497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -661.755812254117 36.4801785075323 -19.3779722177681 "T256splT2cu"
"T2" 56 "spl" "T2cu" -891.232812254117 -17.7167214924677 -563.774972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -785.359812254117 106.930178507532 -1000.62297221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -754.209812254117 -39.2740214924677 -385.292972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -844.653812254117 51.9201785075323 -1212.60797221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 1062.84118774588 17.4745785075323 1518.61502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -857.743812254117 -33.4314214924677 -234.077972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -355.281812254117 87.4811785075323 261.079027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -865.748812254117 -71.4004914924677 -714.421972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -810.987812254117 -43.2975214924677 -1367.93497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 111.451187745883 -35.9241214924677 -82.1359722177681 "T256splT2cu"
"T2" 56 "spl" "T2cu" -906.634812254117 1.01087850753227 2662.05502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -889.858812254117 -84.8121214924677 -2132.41497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -853.515812254117 -56.6909214924677 35.6930277822319 "T256splT2cu"
"T2" 56 "spl" "T2cu" -43.4088122541166 66.3621785075323 154.099027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -808.973812254117 56.7661785075323 -117.022972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -770.195812254117 12.2739785075323 -709.203972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -228.799812254117 -18.3184214924677 -676.126972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -838.346812254117 -101.408021492468 -1235.43697221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -781.780812254117 -85.6676214924677 -607.654972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -364.038812254117 -38.3827214924677 -329.817072217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -853.869812254117 -0.542621492467731 -1184.27297221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -770.057812254117 -13.0828214924677 -654.487972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -772.634812254117 -3.03472149246774 -857.103972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -860.299812254117 57.7001785075323 27470.5650277822 "T256splT2cu"
"T2" 56 "spl" "T2cu" -892.212812254117 -4.16712149246774 -805.077972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -382.824812254117 73.6541785075323 6084.68502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -724.602812254117 -29.9742214924677 -669.149972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 3770.95118774588 37.2931785075323 -137.287972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 1913.88118774588 -57.8033214924677 786.205027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -876.333812254117 -1.20232149246773 587.621027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -837.962812254117 59.1851785075323 -226.557772217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -936.031812254117 -48.4742214924677 -1800.93497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -941.973812254117 -117.784921492468 -1829.67497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -816.676812254117 -57.2869214924677 6.16102778223188 "T256splT2cu"
"T2" 56 "spl" "T2cu" -657.716812254117 19.7021785075323 -262.507222217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 179.941187745883 -48.0022214924677 -796.956972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -803.447812254117 -20.8871214924677 -332.381872217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -804.953812254117 26.2031785075323 -101.805972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -886.797812254117 -66.9833214924677 -1056.47597221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -775.753812254117 20.2740785075323 -403.476972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 458.911187745883 -14.7285214924677 4689.20502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -795.471812254117 2.49967850753227 -1269.69497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -701.430812254117 27.5341785075323 -306.618672217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -772.020812254117 -11.1361214924677 -247.037072217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -814.029812254117 -84.5426214924677 -759.211972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -939.387812254117 -45.3224214924677 240.297027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" 410.751187745883 28.2851785075323 4968.79502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -309.048812254117 44.1811785075323 -1111.33297221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 4428.15118774588 -36.1237214924677 -247.906172217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 2826.73118774588 6.92927850753226 -573.895972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -981.877112254117 4.15457850753226 -802.595972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -823.837812254117 42.7081785075323 453.944027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -601.023812254117 44.8171785075323 -649.847972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -882.349812254117 -77.6876614924677 -542.734972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 723.571187745883 34.1611785075323 -1103.84897221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 2845.64118774588 18.7300785075323 -363.619972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -831.379812254117 11.2922785075323 -1487.76497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -878.126812254117 23.9254785075323 -211.437572217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -647.085812254117 43.9431785075323 -106.586972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -808.387812254117 -14.5664214924677 -707.550972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -644.136812254117 73.9501785075323 -67.9279722177681 "T256splT2cu"
"T2" 56 "spl" "T2cu" 5394.89118774588 93.3481785075323 431.091027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -856.072812254117 38.6321785075323 -106.700972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 193.951187745883 -23.2091214924677 -438.174972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -746.260812254117 63.6641785075323 -1379.15497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 3751.66118774588 -53.4210214924677 380.059027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -614.984812254117 37.0081785075323 -1335.64497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -478.816812254117 -36.4890214924677 -892.443972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -738.017812254117 -46.0895214924677 -1611.97497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 2438.83118774588 4.03857850753226 -1828.98497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -869.775812254117 15.1909785075323 1621.65502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -806.962812254117 3.27627850753227 -1257.28597221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -946.279812254117 7.01767850753227 -1065.09097221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 7241.76118774588 -80.2589314924677 7950.21502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" 5159.54118774588 -53.8560214924677 -1820.51497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -751.265812254117 -19.1457214924677 -238.300772217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -777.642812254117 69.8441785075323 -1997.78497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 1167.83118774588 -35.9616214924677 -1524.71497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 4155.34118774588 -45.9473214924677 642.882027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -387.046812254117 89.4601785075323 693.229027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -923.235812254117 54.3491785075323 -914.406972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -847.959812254117 -18.9311214924677 -1415.62497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -845.480812254117 49.1281785075323 -241.388972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -930.045812254117 -47.1261214924677 -278.448772217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -846.662812254117 3.44427850753226 -17.5539722177681 "T256splT2cu"
"T2" 56 "spl" "T2cu" -710.579812254117 0.776578507532264 764.245027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -547.996812254117 27.7281785075323 -568.452972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -346.756812254117 59.5701785075323 1226.78502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -736.030812254117 -28.2477214924677 -1725.94497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -720.374812254117 18.5162785075323 -1062.74197221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -828.659812254117 51.4281785075323 -1305.45497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 4020.03118774588 -58.9090214924677 -1629.91497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -879.988812254117 58.8391785075323 430.945027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -343.053812254117 -48.8322214924677 -1638.46497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 75.4911877458833 -8.55132149246774 -1002.20197221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -841.306812254117 -57.7120214924677 -2237.04497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 395.261187745883 36.6911785075323 351.542027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -711.814812254117 19.9975785075323 342.791027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" 3400.86118774588 27.7241785075323 -318.387372217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -872.315812254117 -35.4898214924677 -217.969972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -526.241812254117 17.3076785075323 -1039.31297221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -799.683812254117 -16.1858214924677 -311.613472217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -822.888812254117 17.9516785075323 -471.283972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -925.273812254117 -23.0189214924677 33.1730277822319 "T256splT2cu"
"T2" 56 "spl" "T2cu" -810.956812254117 -14.1745214924677 -1838.70497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -809.604812254117 24.0885785075323 2955.42502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -874.527812254117 -35.3497214924677 -898.903972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -854.769812254117 -6.71392149246773 55.0610277822319 "T256splT2cu"
"T2" 56 "spl" "T2cu" -823.066812254117 -58.9000214924677 -1550.37497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 13174.7411877459 -126.754321492468 -153.017972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -891.801812254117 -55.1024214924677 -741.027972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -846.140812254117 -10.6263214924677 452.707027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -584.598812254117 -12.2635214924677 14865.8650277822 "T256splT2cu"
"T2" 56 "spl" "T2cu" -837.978812254117 -19.5324214924677 -494.795972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -853.853812254117 -50.7417214924677 211.973027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" 4947.99118774588 -8.73292149246774 10675.8650277822 "T256splT2cu"
"T2" 56 "spl" "T2cu" -679.576812254117 60.2591785075323 2669.63502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -876.569812254117 -27.2418214924677 -2561.75497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 1155.39118774588 39.7661785075323 -604.848972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -479.937812254117 -71.6322014924677 -310.333872217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 5384.64118774588 -63.3526214924677 50.4450277822319 "T256splT2cu"
"T2" 56 "spl" "T2cu" -804.581812254117 88.0111785075323 -810.326972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -798.200812254117 -23.9092214924677 -1132.03397221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 5412.40118774588 -67.3346514924677 -258.755870217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 3593.80118774588 -11.2407214924677 348.214027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -662.871812254117 68.7321785075323 -216.577872217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -864.980812254117 -50.3629214924677 -876.271972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -879.833812254117 -12.5112214924677 -1095.00697221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -835.191812254117 19.4826785075323 -1155.53997221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -915.616812254117 8.78987850753226 -225.139172217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -219.045812254117 -23.1660214924677 -906.721972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -918.734812254117 -21.5471214924677 -501.331972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -925.838812254117 -47.4022214924677 -976.747972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 375.711187745883 71.4461785075323 -96.0339722177681 "T256splT2cu"
"T2" 56 "spl" "T2cu" -755.582812254117 -18.7650214924677 -57.6409722177681 "T256splT2cu"
"T2" 56 "spl" "T2cu" -951.254812254117 43.3011785075323 -1937.43497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 3181.12118774588 76.0191785075323 7220.94502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -411.754812254117 123.250178507532 -180.579672217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 3813.29118774588 35.4691785075323 -935.584972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -786.381812254117 128.192178507532 -763.020972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -804.294812254117 -44.0275214924677 1353.95502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" 363.491187745883 -29.4702214924677 -290.933472217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -866.391812254117 15.7233785075323 -2040.19497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -260.056812254117 32.1631785075323 -1402.19497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -792.486812254117 -22.2909214924677 -350.508672217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -956.877812254117 -73.5022634924677 -775.918972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -833.272812254117 -45.6043214924677 -311.924272217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -496.132812254117 48.2441785075323 -308.148172217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -802.303812254117 -66.4519214924677 -436.125972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -836.909812254117 5.61557850753226 -70.9609722177681 "T256splT2cu"
"T2" 56 "spl" "T2cu" -791.036812254117 -18.4529214924677 -746.992972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -784.462812254117 -10.9405214924677 -403.347972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 358.581187745883 48.0421785075323 -529.806972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 2411.89118774588 -52.2451214924677 -136.919972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -870.743812254117 8.35277850753226 -899.034972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 1194.53118774588 -53.4277214924677 160.644027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -928.438812254117 -75.5900514924677 -979.568972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -782.889812254117 8.28687850753226 -192.279972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -814.377812254117 -30.9360214924677 -906.945972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -824.291812254117 20.7662785075323 647.141027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -876.593812254117 -31.8719214924677 215.891027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -936.805812254117 -79.9918314924677 225.160027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -794.565812254117 56.7251785075323 477.067027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -476.904812254117 -24.6546214924677 -533.272972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -804.914812254117 51.3181785075323 10748.2650277822 "T256splT2cu"
"T2" 56 "spl" "T2cu" -826.333812254117 -10.3240214924677 -1166.01997221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -893.765812254117 4.54477850753226 15051.4650277822 "T256splT2cu"
"T2" 56 "spl" "T2cu" -880.109812254117 12.9720785075323 -416.041972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -872.804812254117 -31.2232214924677 56.5100277822319 "T256splT2cu"
"T2" 56 "spl" "T2cu" -602.616812254117 48.6631785075323 -696.952972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 651.681187745883 50.5901785075323 -763.687972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -423.823812254117 47.4501785075323 -12.4449722177681 "T256splT2cu"
"T2" 56 "spl" "T2cu" -952.672812254117 -10.4245214924677 -535.379972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -223.695812254117 108.348178507532 -952.138972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -870.031812254117 52.0751785075323 104.270027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -694.789812254117 40.9711785075323 -944.406972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -874.907812254117 -42.4103214924677 -671.751972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -824.471812254117 7.81787850753227 -1022.17197221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 1639.16118774588 1.19597850753226 -1300.03497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -18.5588122541167 55.1251785075323 2827.98502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -313.302812254117 14.7340785075323 -138.724972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -891.966812254117 49.5631785075323 1007.34502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -759.841812254117 -27.9313214924677 -1148.45797221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -947.158812254117 17.0193785075323 1839.70502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -724.226812254117 33.9471785075323 -210.699072217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -823.319812254117 29.8421785075323 1179.50502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -839.866812254117 -36.7656214924677 -860.878972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -37.9488122541168 75.9741785075323 168.500027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -797.935812254117 51.3931785075323 -253.972372217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -899.082812254117 41.5001785075323 -535.932972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -904.399812254117 45.7801785075323 -877.467972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 2248.60118774588 -2.11582149246773 -437.713972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -915.100812254117 17.5296785075323 -411.389972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 768.611187745883 -48.2709214924677 -499.847972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -845.099812254117 -19.9522214924677 8336.69502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -101.033812254117 93.0561785075323 -464.494972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -855.976812254117 -51.4758214924677 -1196.67697221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -767.830812254117 -35.9448214924677 -1411.55497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -770.692812254117 73.5101785075323 -762.920972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -398.602812254117 30.3621785075323 -651.460972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 1291.78118774588 44.1041785075323 -394.949972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -850.226812254117 59.8611785075323 3037.86502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" 508.131187745883 -10.3465214924677 -375.865972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -753.218812254117 53.4271785075323 -501.146972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 2808.48118774588 3.03517850753227 -1467.72497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 231.701187745883 53.0761785075323 988.345027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -851.428812254117 8.47657850753227 -504.015972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -832.164812254117 -0.427221492467737 -489.033972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -699.433812254117 33.9211785075323 1884.14502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -810.959812254117 -10.1612214924677 213.034027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" 1012.84118774588 36.0141785075323 -1282.83497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 175.501187745883 63.0641785075323 24.7720277822319 "T256splT2cu"
"T2" 56 "spl" "T2cu" 3934.45118774588 4.83697850753227 5086.38502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -533.676812254117 -36.2335214924677 -35.1769722177681 "T256splT2cu"
"T2" 56 "spl" "T2cu" -875.490812254117 17.2160785075323 48.0190277822319 "T256splT2cu"
"T2" 56 "spl" "T2cu" -730.771812254117 -63.2806214924677 -630.008972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -854.420812254117 -13.0367214924677 -870.089972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -652.373812254117 18.3660785075323 -1087.77897221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -934.170812254117 -39.7291214924677 -184.686372217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -846.580812254117 -7.44662149246774 -1219.46897221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -823.995812254117 -44.5813214924677 -609.251972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 9486.64118774588 -66.3380214924677 4314.93502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -689.740812254117 25.3509785075323 -1775.56497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -802.611812254117 -12.1754214924677 -494.921972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -764.132812254117 -30.1884214924677 -1551.62497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -678.123812254117 -11.1667214924677 -15.0849722177681 "T256splT2cu"
"T2" 56 "spl" "T2cu" -850.191812254117 56.5791785075323 -236.282772217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -804.960812254117 47.9761785075323 9302.88502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -770.442812254117 49.0901785075323 -917.623972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -766.855812254117 60.6281785075323 -507.186972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 5502.79118774588 -30.7847214924677 194.078027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -788.868812254117 -31.5369214924677 -1013.18797221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -861.406812254117 -46.4988214924677 777.555027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -898.372812254117 71.8021785075323 -767.921972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -837.697812254117 3.66487850753226 -375.256972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -946.782812254117 -54.7332214924677 447.632027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" -426.999812254117 39.1451785075323 -788.857972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -763.824812254117 39.5951785075323 -227.856172217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 4192.63118774588 -58.8443214924677 -717.332972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" 5853.43118774588 36.1151785075323 8505.67502778223 "T256splT2cu"
"T2" 56 "spl" "T2cu" -830.605812254117 32.1731785075323 -170.140872217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -874.129812254117 54.5691785075323 170.478027782232 "T256splT2cu"
"T2" 56 "spl" "T2cu" 22.4111877458834 -83.4431014924677 -974.492972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -767.729812254117 32.9181785075323 -365.803972217768 "T256splT2cu"
"T2" 56 "spl" "T2cu" -848.012812254117 -71.2718414924677 -1192.21797221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" -849.594812254117 16.4267785075323 -1860.48497221777 "T256splT2cu"
"T2" 56 "spl" "T2cu" 4601.89118774588 -88.7745214924677 -825.116972217768 "T256splT2cu"
