"treatment" "mouse" "organ" "celltype" "Ki67" "CD69" "CD62L" "population"
"T0" 46 "spl" "T0in" -1094.96775773113 1.58657427902705 -520.028131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -993.903757731126 47.479174279027 -585.313131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 18628.0632422689 -159.959325720973 14842.56486867 "T046splT0in"
"T0" 46 "spl" "T0in" -1066.17175773113 -36.105215720973 -677.145131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 1814.19324226887 28.3399742790271 -1256.19513133004 "T046splT0in"
"T0" 46 "spl" "T0in" 1488.68324226887 -32.100785720973 -961.974131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1075.03175773113 21.104474279027 -388.882131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -828.944757731126 35.863074279027 -820.104131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1054.16175773113 6.53117427902705 -876.637131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -942.541757731126 -27.583395320973 -534.445131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -950.277757731126 -2.61162572097295 -1258.80513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1093.41475773113 -1.58212572097295 -1102.51413133004 "T046splT0in"
"T0" 46 "spl" "T0in" 836.323242268874 1.37637427902705 6618.24486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -1071.99475773113 -28.869475720973 -817.922131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 11126.8632422689 -121.142325720973 1360.33486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -939.384757731126 71.7673742790271 -971.256131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 11479.2632422689 -102.200225720973 -754.404131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1038.25775773113 104.354674279027 44035.76486867 "T046splT0in"
"T0" 46 "spl" "T0in" -1128.62975773113 -62.966625720973 -892.933131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -705.915757731126 25.2062742790271 -1002.86913133004 "T046splT0in"
"T0" 46 "spl" "T0in" 16317.2632422689 -108.556925720973 14858.86486867 "T046splT0in"
"T0" 46 "spl" "T0in" -1016.44575773113 -11.2426257209729 -1013.89413133004 "T046splT0in"
"T0" 46 "spl" "T0in" -587.983757731126 -3.04522572097295 -1045.37813133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1041.07575773113 18.5666742790271 -942.049131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -997.389757731126 -19.0748557209729 -460.441131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 10326.0632422689 -72.5985257209729 8252.13486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -1052.48075773113 21.003174279027 -139.394211330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1144.10575773113 26.609574279027 -907.235131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 840.893242268874 -3.32142572097295 -1634.56513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -447.983757731126 44.773174279027 3159.24486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -946.350757731126 85.1136742790271 -1038.50713133004 "T046splT0in"
"T0" 46 "spl" "T0in" -787.825757731126 -82.1503257209729 -1029.97613133004 "T046splT0in"
"T0" 46 "spl" "T0in" 3969.16324226887 -19.6243057209729 -696.285131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -966.602757731126 -12.482325720973 -901.056131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1035.73875773113 -20.432475720973 -241.861131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1090.86075773113 -74.461725720973 -943.449131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1121.57175773113 -33.586445720973 -126.848631330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1006.04075773113 2.78897427902705 -784.780131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1033.14375773113 -12.175925720973 -791.934131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -873.679757731126 60.866874279027 -685.347131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -844.482757731126 66.311974279027 -1720.40513133004 "T046splT0in"
"T0" 46 "spl" "T0in" 892.483242268874 -0.502025720972952 7363.93486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -826.639757731126 6.33767427902705 -633.607131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1069.95475773113 51.492274279027 -1240.59513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1066.53875773113 -26.8331657209729 -783.487131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -828.989757731126 -12.652625720973 -1145.32113133004 "T046splT0in"
"T0" 46 "spl" "T0in" -938.503757731126 32.292474279027 -1103.93513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1042.79275773113 -44.8914257209729 -733.691131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -872.801757731126 48.934474279027 -459.996131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -995.636757731126 -52.5841257209729 -764.290131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -968.826757731126 31.6415742790271 -431.946131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1031.02875773113 1.69587427902705 -175.383231330036 "T046splT0in"
"T0" 46 "spl" "T0in" 12250.2632422689 -63.082225720973 10741.26486867 "T046splT0in"
"T0" 46 "spl" "T0in" -972.784757731126 8.51977427902705 -213.864031330036 "T046splT0in"
"T0" 46 "spl" "T0in" -209.216757731126 -51.756325720973 -924.400131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 21952.4632422689 -179.748325720973 -533.449131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -473.482757731126 -14.088725720973 56.3948686699637 "T046splT0in"
"T0" 46 "spl" "T0in" -1035.61175773113 -15.008725720973 -68.4900313300363 "T046splT0in"
"T0" 46 "spl" "T0in" -960.332757731126 -123.953425720973 -1616.11513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1048.42975773113 28.377174279027 -505.014131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1033.16675773113 36.3196742790271 -679.298131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -756.660757731126 1.17727427902705 -724.719131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1130.72675773113 -110.566725720973 -737.427131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -977.173757731126 -52.4702257209729 -821.547131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -953.537757731126 23.924074279027 -412.899131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1070.28375773113 6.24807427902705 -362.764131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 3992.25324226887 75.078674279027 3399.90486866996 "T046splT0in"
"T0" 46 "spl" "T0in" 15108.3632422689 -38.872325720973 -907.073131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -931.946757731126 -18.722495720973 -499.324131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -999.791757731126 -41.717125720973 -835.537131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 958.133242268874 -11.371425720973 1166.18486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -780.661757731126 11.7355742790271 -1001.42213133004 "T046splT0in"
"T0" 46 "spl" "T0in" 1319.96324226887 -43.389025720973 731.074868669964 "T046splT0in"
"T0" 46 "spl" "T0in" -1072.37075773113 -13.261125720973 -960.893131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1024.75875773113 -64.5810257209729 -1191.22513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1027.07975773113 23.050574279027 -995.317131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -848.790757731126 15.7036742790271 -1157.69513133004 "T046splT0in"
"T0" 46 "spl" "T0in" 1642.92324226887 38.396374279027 -950.481131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1013.57375773113 -8.24662572097295 -164.584331330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1024.07775773113 -55.080425720973 -1325.29513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1012.50075773113 10.8536742790271 -858.885131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1012.54675773113 11.9204742790271 -1677.00513133004 "T046splT0in"
"T0" 46 "spl" "T0in" 2493.32324226887 78.912674279027 361.245868669964 "T046splT0in"
"T0" 46 "spl" "T0in" -1075.81275773113 -64.037925720973 -271.863131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1046.09475773113 -122.440825720973 -907.272131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 739.313242268874 10.526274279027 -992.483131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -843.057757731126 52.764874279027 -647.447131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -864.833757731126 55.569874279027 -516.156131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 6591.37324226887 -87.378025720973 -1381.24513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -950.230757731126 24.708474279027 -299.726131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1049.32375773113 48.141974279027 -1206.92513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -795.495757731126 -50.5685257209729 16.3408686699637 "T046splT0in"
"T0" 46 "spl" "T0in" 10457.2632422689 -61.339725720973 8468.31486866996 "T046splT0in"
"T0" 46 "spl" "T0in" 988.963242268874 -7.46692572097295 -394.064131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -979.951757731126 -30.1533757209729 -492.785131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -499.062757731126 -0.867725720972953 1288.56486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -956.022757731126 31.1957742790271 -648.096131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -719.165757731126 -28.107784720973 -872.619131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 26371.8632422689 -177.208325720973 3806.58486866996 "T046splT0in"
"T0" 46 "spl" "T0in" 7200.98324226887 -85.926725720973 -1057.53513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1043.43775773113 33.7280742790271 -535.912131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -987.056757731126 26.7637742790271 -793.461131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 2954.68324226887 42.9248742790271 -944.636131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -937.593757731126 -44.867225720973 -819.692131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -941.555757731126 13.7134742790271 -1291.99513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1025.67175773113 50.924274279027 -741.119131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1033.78275773113 -37.304445720973 -581.699131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 2351.39324226887 -51.4758257209729 -558.126131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 8018.96324226887 -26.3216257209729 -685.997131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1007.98975773113 5.74087427902705 -857.026131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 53.0232422688737 -33.8125657209729 -1015.06213133004 "T046splT0in"
"T0" 46 "spl" "T0in" -913.488757731126 15.6762742790271 -1305.51513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1013.13575773113 55.5558742790271 -343.107131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1058.99575773113 -28.279769720973 -1117.50913133004 "T046splT0in"
"T0" 46 "spl" "T0in" -893.122757731126 78.389674279027 2026.62486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -898.110757731126 85.2386742790271 -1455.58513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1030.85875773113 -31.555895720973 -603.153131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1028.12975773113 -31.2325757209729 -1825.74513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1007.33875773113 53.068574279027 -658.833131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1074.30275773113 -57.098825720973 -1146.88513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -991.732757731126 6.92897427902705 -866.122131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -989.498757731126 14.6484742790271 -463.967131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 5938.87324226887 -4.79862572097295 11071.66486867 "T046splT0in"
"T0" 46 "spl" "T0in" -1021.77975773113 -11.806625720973 -650.575131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -937.314757731126 -18.285695720973 -760.321131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -961.225757731126 -1.82442572097295 -1177.63513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1047.67975773113 -62.608325720973 -820.592131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 880.303242268874 -17.298225720973 8187.04486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -1064.85975773113 30.8988742790271 -544.050131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -655.235757731126 168.345674279027 -48.2680313300363 "T046splT0in"
"T0" 46 "spl" "T0in" -481.274757731126 25.513074279027 -1733.96513133004 "T046splT0in"
"T0" 46 "spl" "T0in" 1889.62324226887 39.668374279027 -376.592131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -951.351757731126 51.4068742790271 -367.559131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -995.832757731126 28.910574279027 -822.538131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1087.43175773113 39.604974279027 -683.406131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1004.83175773113 -13.709025720973 -1144.91613133004 "T046splT0in"
"T0" 46 "spl" "T0in" -834.161757731126 -17.856705720973 -1274.94513133004 "T046splT0in"
"T0" 46 "spl" "T0in" 4744.46324226887 -20.422925720973 2368.81486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -1075.52875773113 -34.650015720973 -538.898131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1040.14975773113 -13.467225720973 -1236.95513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -893.298757731126 9.27707427902705 -870.767131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -991.623757731126 -22.1609957209729 -759.312131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1053.54675773113 33.1868742790271 2978.93486866996 "T046splT0in"
"T0" 46 "spl" "T0in" 11372.8632422689 -81.951125720973 -1283.33513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -811.206757731126 44.8259742790271 -1261.37513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -924.775757731126 73.972674279027 -575.280131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -970.024757731126 -107.183725720973 -88.8282313300363 "T046splT0in"
"T0" 46 "spl" "T0in" -1046.20375773113 -60.762825720973 -482.082131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -968.146757731126 28.217674279027 -561.322131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -754.456757731126 -20.2340657209729 1510.94486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -1068.59475773113 34.0816742790271 3111.51486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -988.656757731126 96.268674279027 -1053.30813133004 "T046splT0in"
"T0" 46 "spl" "T0in" -910.365757731126 -20.494085720973 -11.7121313300363 "T046splT0in"
"T0" 46 "spl" "T0in" -888.398757731126 31.313774279027 -603.642131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1026.29375773113 -46.147525720973 -585.979131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -428.325757731126 98.466674279027 -1195.65513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -590.453757731126 99.487674279027 -1722.24513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1023.49375773113 39.871474279027 2188.33486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -1039.95375773113 -2.93872572097295 -877.480131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -961.370757731126 49.501674279027 -1654.62513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -901.726757731126 54.095374279027 108.026868669964 "T046splT0in"
"T0" 46 "spl" "T0in" -988.576757731126 14.6073742790271 -888.098131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1058.84475773113 -27.848856720973 -642.144131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1011.03275773113 7.90537427902705 -1137.63113133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1048.14675773113 -56.7196257209729 -657.638131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -953.689757731126 -51.795225720973 -624.984131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1035.18575773113 0.736074279027051 -854.353131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1045.48375773113 10.365574279027 -723.341131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1037.61475773113 -0.886125720972952 -782.889131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 5500.14324226887 -63.8181257209729 -684.028131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 10018.5632422689 -66.048725720973 13653.26486867 "T046splT0in"
"T0" 46 "spl" "T0in" -1000.09175773113 80.440674279027 -910.117131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 5232.20324226887 35.896874279027 -337.313131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1002.33775773113 102.561674279027 1037.59486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -953.279757731126 -50.2219257209729 -858.116131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -860.154757731126 35.625174279027 -149.258941330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1007.50075773113 12.069374279027 -755.347131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -886.126757731126 122.738674279027 17836.06486867 "T046splT0in"
"T0" 46 "spl" "T0in" -993.769757731126 -49.595925720973 -1542.81513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1010.45175773113 -34.657565720973 -1491.79513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1032.24275773113 -37.8306257209729 -1224.42513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1038.12975773113 32.509074279027 -561.640131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -994.250757731126 -7.31852572097295 -1027.44713133004 "T046splT0in"
"T0" 46 "spl" "T0in" -975.487757731126 -65.3563257209729 -992.839131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -11.3167577311262 88.624674279027 -404.502131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -922.071757731126 1.21327427902705 -1070.15913133004 "T046splT0in"
"T0" 46 "spl" "T0in" -943.665757731126 -80.510625720973 -841.377131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1053.09875773113 -49.939925720973 -447.093131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1024.74975773113 49.985874279027 732.174868669964 "T046splT0in"
"T0" 46 "spl" "T0in" -1103.92875773113 -37.591045720973 -611.746131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -907.723757731126 39.4364742790271 139.523868669964 "T046splT0in"
"T0" 46 "spl" "T0in" -927.603757731126 166.466674279027 -671.580131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -906.313757731126 -23.813995720973 -1166.24513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1063.44875773113 -27.1641517209729 -829.952131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1073.58875773113 16.1274742790271 -438.369131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 3754.58324226887 51.649974279027 -647.971131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 4708.01324226887 -56.789425720973 7935.55486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -940.767757731126 3.27697427902705 2668.26486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -954.101757731126 -21.350875720973 -1173.03513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1006.95475773113 -49.489725720973 -845.575131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -993.264757731126 15.455074279027 -631.598131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1047.47775773113 36.487674279027 -1135.26713133004 "T046splT0in"
"T0" 46 "spl" "T0in" -994.085757731126 15.750374279027 -1503.76513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1047.72975773113 -12.717625720973 -549.019131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -547.960757731126 43.730474279027 -612.934131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -902.290757731126 -58.005425720973 -469.526131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 498.593242268874 -57.6504257209729 -647.586131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 802.863242268874 32.645974279027 -171.509631330036 "T046splT0in"
"T0" 46 "spl" "T0in" 5004.50324226887 -49.701925720973 -97.9830313300363 "T046splT0in"
"T0" 46 "spl" "T0in" -563.197757731126 264.332674279027 608.275868669964 "T046splT0in"
"T0" 46 "spl" "T0in" -1021.82675773113 17.442374279027 186.828868669964 "T046splT0in"
"T0" 46 "spl" "T0in" 4836.84324226887 -109.184425720973 -1612.58513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1096.51175773113 -60.9557257209729 -499.213131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1017.73575773113 25.818074279027 -1097.11113133004 "T046splT0in"
"T0" 46 "spl" "T0in" -795.449757731126 5.56187427902705 -856.169131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1066.62875773113 -10.518825720973 -1033.76413133004 "T046splT0in"
"T0" 46 "spl" "T0in" -959.793757731126 49.644974279027 -1509.86513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1057.80175773113 27.5206742790271 -512.724131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -946.551757731126 7.16397427902705 -847.245131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1042.25775773113 -82.7753257209729 -777.899131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -494.520757731126 -102.510525720973 -177.421331330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1024.03775773113 26.701574279027 -707.259131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1046.18575773113 -10.772625720973 -500.676131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1179.52875773113 -5.31412572097295 -581.877131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -975.086757731126 30.6505742790271 -1034.68613133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1012.17275773113 -40.2016257209729 -1501.33513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -749.008757731126 -31.603855720973 -773.220131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 1137.99324226887 -9.73842572097295 -9.98513133003632 "T046splT0in"
"T0" 46 "spl" "T0in" -914.409757731126 -3.19452572097295 -631.396131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -915.635757731126 116.315674279027 -415.750131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1011.47575773113 9.38107427902705 9427.03486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -987.621757731126 -11.242825720973 -816.361131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -983.872757731126 -83.110425720973 -1115.71413133004 "T046splT0in"
"T0" 46 "spl" "T0in" -994.057757731126 -2.73252572097295 -854.121131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -868.507757731126 22.9643742790271 -418.859131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1013.82975773113 -6.94702572097295 -1077.06113133004 "T046splT0in"
"T0" 46 "spl" "T0in" -970.638757731126 -48.784525720973 -1215.98513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -913.321757731126 51.936774279027 -712.358131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -981.377757731126 27.8269742790271 -371.355131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1039.22275773113 -59.711825720973 -1056.46213133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1053.22275773113 -76.743625720973 -1081.04913133004 "T046splT0in"
"T0" 46 "spl" "T0in" -928.566757731126 -9.49062572097295 -1321.81513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -988.003757731126 -117.276825720973 -714.866131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -962.374757731126 26.629974279027 -564.598131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1031.47575773113 -9.37022572097295 -394.617131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1013.66875773113 63.7018742790271 -1130.47713133004 "T046splT0in"
"T0" 46 "spl" "T0in" 4028.54324226887 -21.603165720973 7057.61486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -866.285757731126 29.0713742790271 -371.664131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1018.89075773113 0.686474279027049 -859.351131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1061.28575773113 4.32457427902705 -892.366131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1079.59475773113 20.4754742790271 -635.514131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 544.603242268874 -24.531235720973 -405.925131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1032.94975773113 2.42887427902705 -976.337131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1131.21875773113 21.628874279027 -1098.58813133004 "T046splT0in"
"T0" 46 "spl" "T0in" -977.370757731126 49.504574279027 -898.443131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1000.81875773113 26.9679742790271 -704.911131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1106.10075773113 33.026974279027 -1172.19513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -930.066757731126 36.178474279027 152.858868669964 "T046splT0in"
"T0" 46 "spl" "T0in" -1007.73475773113 -10.6418257209729 -1229.32513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1104.14475773113 4.65817427902705 -483.328131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -836.500757731126 28.1349742790271 18012.26486867 "T046splT0in"
"T0" 46 "spl" "T0in" -1022.09175773113 65.310474279027 7105.20486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -1103.47675773113 33.077974279027 -457.068131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1115.42375773113 -73.288825720973 -905.662131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -915.790757731126 13.393474279027 -395.062131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -935.713757731126 -22.230165720973 -825.552131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -999.894757731126 -61.954225720973 -335.380131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -963.028757731126 -44.910425720973 -1395.41513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1070.62575773113 54.916174279027 -515.002131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -1073.72775773113 17.391974279027 -474.725131330036 "T046splT0in"
"T0" 46 "spl" "T0in" 8576.87324226887 -51.672825720973 911.434868669964 "T046splT0in"
"T0" 46 "spl" "T0in" 2471.53324226887 31.507074279027 -285.593131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -991.106757731126 -55.3024257209729 -1335.93513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -1026.46675773113 -91.920425720973 -434.472131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -895.702757731126 30.542774279027 -722.200131330036 "T046splT0in"
"T0" 46 "spl" "T0in" -950.717757731126 -21.563115720973 -1186.32513133004 "T046splT0in"
"T0" 46 "spl" "T0in" -985.593757731126 17.794974279027 -1108.41813133004 "T046splT0in"
"T0" 46 "spl" "T0in" -310.794757731126 11.5026742790271 -1115.39413133004 "T046splT0in"
"T0" 46 "spl" "T0in" -366.019757731126 29.5985742790271 -2050.58513133004 "T046splT0in"
"T0" 46 "spl" "T0in" 2622.36324226887 1.00447427902705 3141.40486866996 "T046splT0in"
"T0" 46 "spl" "T0in" -1011.32175773113 12.880774279027 -1018.70713133004 "T046splT0in"
