"treatment" "mouse" "organ" "celltype" "Ki67" "CD69" "CD62L" "population" "V1" "V2" "V3" "cluster"
"T0" 46 "spl" "T0in" -963.488757731126 -37.706825720973 -1495.72513133004 "T046splT0in" 7.47827152601104 -4.52025067254317 3.57016867746054 1
"T0" 46 "spl" "T0in" -947.591757731126 -4.28942572097295 -1226.83513133004 "T046splT0in" 2.54918221822601 -8.40832793160689 1.94573182214437 1
"T0" 46 "spl" "T0in" 4724.23324226887 -42.5327257209729 330.017868669964 "T046splT0in" -1.69174583562989 7.12544978216875 0.456081900488718 2
"T0" 46 "spl" "T0in" -1059.93375773113 34.407574279027 -1066.32713133004 "T046splT0in" -3.55751701006073 -8.04170786782515 2.38186997522054 1
"T0" 46 "spl" "T0in" 1159.66324226887 -18.308065720973 10926.66486867 "T046splT0in" -1.94969781049866 5.67429698065508 5.16904229272543 2
"T0" 46 "spl" "T0in" -720.556757731126 157.129674279027 415.915868669964 "T046splT0in" -7.40389390596527 2.44967425421465 2.58058637727438 2
"T0" 46 "spl" "T0in" -482.150757731126 35.6736742790271 -46.3983313300363 "T046splT0in" -1.50720472940583 0.0164264197705998 1.36195826877294 2
"T0" 46 "spl" "T0in" -516.523757731126 51.221474279027 -518.389131330036 "T046splT0in" -6.72835202821869 -1.01955401345503 -2.69362336050333 2
"T0" 46 "spl" "T0in" -1119.26275773113 -13.718725720973 -306.102131330036 "T046splT0in" 3.86692361226898 -7.89661204262984 0.8948113654965 1
"T0" 46 "spl" "T0in" -1053.43075773113 -38.315125720973 -1300.72513133004 "T046splT0in" 7.56672529569488 -4.5769194309355 3.49656266320883 1
"T0" 46 "spl" "T0in" -1127.58475773113 -64.898025720973 -582.453131330036 "T046splT0in" 8.90260414472442 -2.20104371949446 4.60341567147909 1
"T0" 46 "spl" "T0in" -968.243757731126 8.41437427902705 -269.440131330036 "T046splT0in" 1.12075535646301 -8.55506216927779 0.317078519355639 1
"T0" 46 "spl" "T0in" -765.973757731126 4.24587427902705 1843.20486866996 "T046splT0in" -1.00662727960724 3.0385750587343 1.68190378297506 2
"T0" 46 "spl" "T0in" -1050.47375773113 -42.332325720973 -153.619601330036 "T046splT0in" 7.66398386350494 -5.56713091775191 2.2531124984139 1
"T0" 46 "spl" "T0in" -762.041757731126 -55.6671257209729 -99.6630313300363 "T046splT0in" 6.91794494977813 3.21858299330461 -2.11122828375162 2
"T0" 46 "spl" "T0in" -946.283757731126 62.837274279027 -1207.54513133004 "T046splT0in" -5.69081206926483 -6.24345766946089 3.32766026605306 1
"T0" 46 "spl" "T0in" -984.828757731126 -29.2547257209729 -642.719131330036 "T046splT0in" 6.06067900052887 -6.83831440850508 1.76519328702627 1
"T0" 46 "spl" "T0in" -995.239757731126 41.860774279027 -468.205131330036 "T046splT0in" -4.15557237276215 -7.74614798470747 1.70086914647756 1
"T0" 46 "spl" "T0in" -921.599757731126 21.955474279027 -409.522131330036 "T046splT0in" -2.41267772325653 -8.45415961190474 0.818402502428873 1
"T0" 46 "spl" "T0in" -1076.55975773113 -76.3015257209729 -294.177131330036 "T046splT0in" 9.13414768567901 -1.33528816148054 5.02230567086874 1
"T0" 46 "spl" "T0in" -1130.07675773113 -32.431805720973 -650.434131330036 "T046splT0in" 6.22339062085968 -6.7272313778044 1.80351990808187 1
"T0" 46 "spl" "T0in" -973.448757731126 -7.19532572097295 -1365.68513133004 "T046splT0in" 2.86748318067413 -8.27229773446333 2.12939018357931 1
"T0" 46 "spl" "T0in" -1019.56275773113 -4.27002572097295 -531.196131330036 "T046splT0in" 2.73104600301605 -8.29779040261519 0.766667503606661 1
"T0" 46 "spl" "T0in" 3686.31324226887 -52.209825720973 -1983.99513133004 "T046splT0in" 0.172557917150075 2.66598857001054 1.54487341989218 2
"T0" 46 "spl" "T0in" -1086.56175773113 40.104974279027 -860.154131330036 "T046splT0in" -4.14570708879608 -7.74653136178267 2.23660248864828 1
"T0" 46 "spl" "T0in" 272.663242268874 23.8870742790271 -272.176131330036 "T046splT0in" -2.76936383852143 2.76398599699724 -1.60719495664896 2
"T0" 46 "spl" "T0in" -567.204757731126 -55.1406257209729 -635.376131330036 "T046splT0in" 4.78284649244171 4.40387023047197 0.91098693360029 2
"T0" 46 "spl" "T0in" -997.111757731126 -84.2749257209729 -288.586131330036 "T046splT0in" 9.14354996076446 -1.03793692036879 5.1706306372994 1
"T0" 46 "spl" "T0in" -976.390757731126 -27.841825720973 -73.0429313300363 "T046splT0in" 7.29450992933136 -5.94640337868941 1.9670869742745 1
"T0" 46 "spl" "T0in" -878.773757731126 -33.9730957209729 -910.190131330036 "T046splT0in" 6.0500927387796 -6.75786053582442 1.92962819684683 1
"T0" 46 "spl" "T0in" -1099.70475773113 -21.665395720973 -1023.70013133004 "T046splT0in" 5.09559540143829 -7.20300042077315 2.12537974466024 1
"T0" 46 "spl" "T0in" -1061.00275773113 -57.6024257209729 -1009.14913133004 "T046splT0in" 8.46508888593536 -2.88516675874007 4.31329840768514 1
"T0" 46 "spl" "T0in" -992.297757731126 29.580874279027 -220.009831330036 "T046splT0in" -3.00865455278534 -8.19168555184615 0.863658014428003 1
"T0" 46 "spl" "T0in" -943.342757731126 112.348674279027 -1044.47613133004 "T046splT0in" -6.97302051195282 -3.97345721169722 3.86619037736593 1
"T0" 46 "spl" "T0in" 4577.35324226887 -49.915925720973 -878.212131330036 "T046splT0in" -1.64969607004303 7.28396094397295 0.0653313135021764 2
"T0" 46 "spl" "T0in" -1036.99175773113 6.41997427902705 -698.760131330036 "T046splT0in" 0.615688246401365 -8.74298273965132 0.901161733757837 1
"T0" 46 "spl" "T0in" -946.861757731126 27.172374279027 -1203.20513133004 "T046splT0in" -2.10967298158783 -8.60227572366011 1.82210809339224 1
"T0" 46 "spl" "T0in" -1141.40775773113 -53.505425720973 -1397.91513133004 "T046splT0in" 8.04797462812286 -3.4508699123503 4.09090251077352 1
"T0" 46 "spl" "T0in" -1046.52475773113 -26.267705720973 -687.542131330036 "T046splT0in" 5.9373956142984 -6.92238318368208 1.75835258115469 1
"T0" 46 "spl" "T0in" 8061.67324226887 -24.734295720973 649.617868669964 "T046splT0in" -2.37511225351471 8.38272965506303 2.05439442743002 2
"T0" 46 "spl" "T0in" -941.252757731126 -57.184825720973 -1058.80913133004 "T046splT0in" 8.41352943769317 -3.19942771836531 4.13537282098471 1
"T0" 46 "spl" "T0in" -970.252757731126 29.6856742790271 -674.132131330036 "T046splT0in" -2.81479330667633 -8.40647303506148 1.44777483094869 1
"T0" 46 "spl" "T0in" -1061.25775773113 10.061874279027 -563.571131330036 "T046splT0in" 0.420834225328977 -8.71629130288374 0.739902008067949 1
"T0" 46 "spl" "T0in" -976.154757731126 -48.448525720973 -495.029131330036 "T046splT0in" 9.03352836957794 -3.72222792550337 3.51332253564535 1
"T0" 46 "spl" "T0in" -953.880757731126 -5.91662572097295 -439.459131330036 "T046splT0in" 2.96780065885406 -8.21415316506636 0.749534297477587 1
"T0" 46 "spl" "T0in" -1120.24175773113 -130.180325720973 -1381.23513133004 "T046splT0in" 8.90847782483917 0.384390825337054 5.8551632796639 1
"T0" 46 "spl" "T0in" -1012.98975773113 -4.06902572097295 -646.822131330036 "T046splT0in" 2.76473550191742 -8.28872382088911 0.825560692440851 1
"T0" 46 "spl" "T0in" -973.528757731126 -19.658345720973 -775.339131330036 "T046splT0in" 4.94957689634186 -7.40957056924116 1.74380690206228 1
"T0" 46 "spl" "T0in" -974.628757731126 5.79297427902705 -347.309131330036 "T046splT0in" 1.12668685308319 -8.56507765694868 0.388224232684954 1
"T0" 46 "spl" "T0in" -1033.92575773113 61.372074279027 -949.425131330036 "T046splT0in" -5.70874782213349 -6.24180113717329 3.28544205774008 1
"T0" 46 "spl" "T0in" 186.693242268874 24.5116742790271 9840.48486866996 "T046splT0in" -1.88019521841187 5.42892230108965 4.90373200524984 2
"T0" 46 "spl" "T0in" -1002.93775773113 -52.7202257209729 -2043.30513133004 "T046splT0in" 7.78787235608917 -3.78062760277998 3.96437996972738 1
"T0" 46 "spl" "T0in" 2402.65324226887 40.9325742790271 8718.49486866996 "T046splT0in" -1.91811104425568 5.49455750540483 4.8325917159432 2
"T0" 46 "spl" "T0in" -829.944757731126 -52.804725720973 362.276868669964 "T046splT0in" 6.34724478116852 3.37733185843217 -2.44744687925638 2
"T0" 46 "spl" "T0in" -454.790757731126 19.719874279027 100.288868669964 "T046splT0in" -2.73385377535004 1.40250599936235 -2.86417823683085 2
"T0" 46 "spl" "T0in" -1007.86675773113 48.360574279027 -619.316131330036 "T046splT0in" -4.92802043565888 -7.15693079873335 2.24857324708639 1
"T0" 46 "spl" "T0in" -676.073757731126 95.897674279027 -345.435131330036 "T046splT0in" -6.79465337404389 -4.10681235238325 3.9006180201882 1
"T0" 46 "spl" "T0in" -975.299757731126 -37.342425720973 -1075.80413133004 "T046splT0in" 7.61517862668854 -4.6825798694731 3.38812369455038 1
"T0" 46 "spl" "T0in" -1018.95575773113 -1.92512572097295 -1236.86513133004 "T046splT0in" 2.44228534093719 -8.43672549172652 1.91303044904409 1
"T0" 46 "spl" "T0in" 1612.61324226887 33.2554742790271 8795.23486866996 "T046splT0in" -1.88604648718018 5.45012820318926 4.86286849130331 2
"T0" 46 "spl" "T0in" -1009.14275773113 -38.3533257209729 -358.838131330036 "T046splT0in" 7.78318075528961 -5.4053786937834 2.41989559282003 1
"T0" 46 "spl" "T0in" -301.821757731126 9.40977427902705 -727.228131330036 "T046splT0in" -0.593641120282595 -0.28017997189772 -3.09445982824625 2
"T0" 46 "spl" "T0in" -906.628757731126 52.118274279027 -454.269131330036 "T046splT0in" -5.02561278947968 -7.04051672860396 1.96771735299764 1
"T0" 46 "spl" "T0in" -909.173757731126 27.8637742790271 -76.1585313300363 "T046splT0in" -3.21035833963532 -8.0764425937773 0.820399138819559 1
"T0" 46 "spl" "T0in" -782.158757731126 -12.681125720973 -650.318131330036 "T046splT0in" 3.67159323087555 -8.00241076394331 1.07554889072119 1
"T0" 46 "spl" "T0in" 1467.10324226887 21.071874279027 -1756.95513133004 "T046splT0in" -2.76394339212555 3.9341775234102 -1.03933590303721 2
"T0" 46 "spl" "T0in" 4756.58324226887 -23.583665720973 263.291868669964 "T046splT0in" -2.09701271661896 7.01167452887285 0.387929219495638 2
"T0" 46 "spl" "T0in" -963.892757731126 39.512874279027 -1341.77513133004 "T046splT0in" -4.13023563036103 -7.7209738437773 2.71728653062521 1
"T0" 46 "spl" "T0in" -1058.21375773113 21.668674279027 -681.103131330036 "T046splT0in" -1.68171401628632 -8.6653040592314 1.11607963193594 1
"T0" 46 "spl" "T0in" -1012.43375773113 -1.15872572097295 -1164.38513133004 "T046splT0in" 2.3917241512857 -8.45291792794478 1.87926584829031 1
"T0" 46 "spl" "T0in" -948.167757731126 -5.16292572097295 -135.744531330036 "T046splT0in" 2.11882619253021 -8.33792864724409 0.345170277845247 1
"T0" 46 "spl" "T0in" -829.537757731126 -31.122515720973 -1210.22513133004 "T046splT0in" 5.64093689313751 -0.611406141960739 -2.52665358434977 2
"T0" 46 "spl" "T0in" -969.756757731126 -2.72052572097295 4105.21486866996 "T046splT0in" -1.29654641756195 4.40604508475053 3.36384433854757 2
"T0" 46 "spl" "T0in" 15616.4632422689 -58.7972257209729 -253.337131330036 "T046splT0in" -2.20835991510529 9.56791699484575 3.25740474809347 2
"T0" 46 "spl" "T0in" -717.720757731126 -1.65562572097295 -320.051131330036 "T046splT0in" 1.97670010915619 -8.38785731240523 0.270053837191446 1
"T0" 46 "spl" "T0in" -964.699757731126 11.1567742790271 3029.30486866996 "T046splT0in" -1.73259873994965 4.03493393019426 3.13386935342489 2
"T0" 46 "spl" "T0in" -1030.78575773113 69.990274279027 2918.41486866996 "T046splT0in" -2.77948184618134 3.7080246265291 3.19475406755148 2
"T0" 46 "spl" "T0in" -909.135757731126 47.950674279027 -1501.42513133004 "T046splT0in" -4.64038272508759 -7.39097153588545 2.91749376405416 1
"T0" 46 "spl" "T0in" -1070.03375773113 -108.207425720973 -912.471131330036 "T046splT0in" 8.88915542951446 0.172631060635926 5.73913020242391 1
"T0" 46 "spl" "T0in" -1018.09475773113 -86.7489257209729 -596.305131330036 "T046splT0in" 8.96969704023224 -0.705606097424148 5.35787934411703 1
"T0" 46 "spl" "T0in" -1081.28175773113 50.765374279027 -262.866131330036 "T046splT0in" -4.94759317049164 -7.10051714822066 1.86217993844686 1
"T0" 46 "spl" "T0in" 3358.51324226887 29.1901742790271 -951.380131330036 "T046splT0in" -2.77082677492279 5.92211735800493 -0.00886118065180008 2
"T0" 46 "spl" "T0in" -795.041757731126 -44.323125720973 -439.537131330036 "T046splT0in" 6.66261295667511 2.02588391855943 -2.7046351994163 2
"T0" 46 "spl" "T0in" 233.633242268874 16.793874279027 -637.772131330036 "T046splT0in" -2.70963688501496 2.72413456991899 -1.61129337202372 2
"T0" 46 "spl" "T0in" 20467.1632422689 -72.452325720973 -96.2161313300363 "T046splT0in" -2.21446772226471 9.59088242605913 3.41717785943685 2
"T0" 46 "spl" "T0in" -476.111757731126 22.8023742790271 -2473.44513133004 "T046splT0in" -5.33996673235077 -2.6465576831938 -1.83865195165934 2
"T0" 46 "spl" "T0in" -960.655757731126 29.679774279027 41.7008686699637 "T046splT0in" -3.55304570802826 -7.89127337380659 0.802339587103708 1
"T0" 46 "spl" "T0in" -1034.76375773113 -90.9257257209729 -740.561131330036 "T046splT0in" 8.81342510572296 -0.251949722015975 5.53483838189779 1
"T0" 46 "spl" "T0in" -1075.66175773113 39.883074279027 -261.881131330036 "T046splT0in" -4.11451907762665 -7.74746214791548 1.60772151101766 1
"T0" 46 "spl" "T0in" -893.520757731126 23.0882742790271 -969.372131330036 "T046splT0in" -1.7209330380835 -8.70504843636763 1.5430825983399 1
"T0" 46 "spl" "T0in" -903.364757731126 21.615974279027 -940.402131330036 "T046splT0in" -1.70570238241333 -8.70839297219527 1.53120804179846 1
"T0" 46 "spl" "T0in" -665.181757731126 -47.622725720973 -489.026131330036 "T046splT0in" 4.62755636564117 3.55249488905656 -0.240608033049719 2
"T0" 46 "spl" "T0in" 14931.9632422689 -50.179425720973 11473.76486867 "T046splT0in" -2.33221955904145 8.18587601736772 3.68324917901693 2
"T0" 46 "spl" "T0in" -1000.99775773113 110.294674279027 3437.57486866996 "T046splT0in" -2.43993254312653 4.4530311878084 3.99689525712667 2
"T0" 46 "spl" "T0in" -541.031757731126 -11.305625720973 2886.51486866996 "T046splT0in" -1.65485807069916 4.08963072851884 2.8712138568276 2
"T0" 46 "spl" "T0in" -964.564757731126 -82.3160257209729 -1226.62513133004 "T046splT0in" 8.63191990247589 -0.937777275288223 5.15999240029989 1
"T0" 46 "spl" "T0in" -1080.96375773113 54.9539742790271 -1194.60513133004 "T046splT0in" -5.06090016969818 -7.01099430962813 2.99923247445761 1
"T0" 46 "spl" "T0in" -994.425757731126 8.19457427902705 -647.413131330036 "T046splT0in" 0.516850870760495 -8.72693144723189 0.806030694138392 1
"T0" 46 "spl" "T0in" -711.252757731126 -1.62662572097295 -473.965131330036 "T046splT0in" 1.96922354093414 -8.39502989693892 0.294675830494745 1
