"treatment" "mouse" "organ" "celltype" "Ki67" "CD69" "CD62L" "population" "V1" "V2"
"T0" 46 "spl" "T0in" 739.313242268874 10.526274279027 -992.483131330036 "T046splT0in" -1.70274417709205 4.96361421404778
"T0" 46 "spl" "T0in" -843.057757731126 52.764874279027 -647.447131330036 "T046splT0in" -8.49512546371314 -6.84868456067145
"T0" 46 "spl" "T0in" -864.833757731126 55.569874279027 -516.156131330036 "T046splT0in" -9.75509994338844 -5.98661543072761
"T0" 46 "spl" "T0in" 6591.37324226887 -87.378025720973 -1381.24513133004 "T046splT0in" -1.48191695522163 10.7378895169347
"T0" 46 "spl" "T0in" -950.230757731126 24.708474279027 -299.726131330036 "T046splT0in" -5.40880983184669 -7.86975837887824
"T0" 46 "spl" "T0in" -1049.32375773113 48.141974279027 -1206.92513133004 "T046splT0in" -8.77122752975318 -7.33740879239142
"T0" 46 "spl" "T0in" -795.495757731126 -50.5685257209729 16.3408686699637 "T046splT0in" 6.60137207199242 2.84399246035516
"T0" 46 "spl" "T0in" 10457.2632422689 -61.339725720973 8468.31486866996 "T046splT0in" -3.93674629043434 11.04060958682
"T0" 46 "spl" "T0in" 988.963242268874 -7.46692572097295 -394.064131330036 "T046splT0in" -0.366593650091624 5.52064489184319
"T0" 46 "spl" "T0in" -979.951757731126 -30.1533757209729 -492.785131330036 "T046splT0in" 7.90578396011498 -6.08127237500251
"T0" 46 "spl" "T0in" -499.062757731126 -0.867725720972953 1288.56486866996 "T046splT0in" -0.754888108480906 1.28617076931893
"T0" 46 "spl" "T0in" -956.022757731126 31.1957742790271 -648.096131330036 "T046splT0in" -6.20924012969825 -8.19920993985236
"T0" 46 "spl" "T0in" -719.165757731126 -28.107784720973 -872.619131330036 "T046splT0in" 7.29341776062157 -6.44177509488166
"T0" 46 "spl" "T0in" 26371.8632422689 -177.208325720973 3806.58486866996 "T046splT0in" -3.21199672530982 12.489135015592
"T0" 46 "spl" "T0in" 7200.98324226887 -85.926725720973 -1057.53513133004 "T046splT0in" -1.55152385543678 10.8368103390783
"T0" 46 "spl" "T0in" -1043.43775773113 33.7280742790271 -535.912131330036 "T046splT0in" -6.42596929382179 -7.95644546689094
"T0" 46 "spl" "T0in" -987.056757731126 26.7637742790271 -793.461131330036 "T046splT0in" -5.63982122253273 -8.62885357083381
"T0" 46 "spl" "T0in" 2954.68324226887 42.9248742790271 -944.636131330036 "T046splT0in" -2.23331277679298 6.89128516970574
"T0" 46 "spl" "T0in" -937.593757731126 -44.867225720973 -819.692131330036 "T046splT0in" 11.5350077836623 -2.76033354939521
"T0" 46 "spl" "T0in" -941.555757731126 13.7134742790271 -1291.99513133004 "T046splT0in" -5.00865238021705 -9.42639805020393
"T0" 46 "spl" "T0in" -1025.67175773113 50.924274279027 -741.119131330036 "T046splT0in" -8.60548370193336 -6.93906904400886
"T0" 46 "spl" "T0in" -1033.78275773113 -37.304445720973 -581.699131330036 "T046splT0in" 10.8611596315017 -3.43898225964606
"T0" 46 "spl" "T0in" 2351.39324226887 -51.4758257209729 -558.126131330036 "T046splT0in" -0.155164110023712 7.65252660571038
"T0" 46 "spl" "T0in" 8018.96324226887 -26.3216257209729 -685.997131330036 "T046splT0in" -2.11369924854133 10.739168394193
"T0" 46 "spl" "T0in" -1007.98975773113 5.74087427902705 -857.026131330036 "T046splT0in" 2.48762042213585 -8.87707210721076
"T0" 46 "spl" "T0in" 53.0232422688737 -33.8125657209729 -1015.06213133004 "T046splT0in" 2.30555421997216 5.93810342608392
"T0" 46 "spl" "T0in" -913.488757731126 15.6762742790271 -1305.51513133004 "T046splT0in" -4.97370260070655 -9.45997310818732
"T0" 46 "spl" "T0in" -1013.13575773113 55.5558742790271 -343.107131330036 "T046splT0in" -8.15070789169166 -6.62438799084723
"T0" 46 "spl" "T0in" -1058.99575773113 -28.279769720973 -1117.50913133004 "T046splT0in" 7.87486965347435 -7.22140480221808
"T0" 46 "spl" "T0in" -893.122757731126 78.389674279027 2026.62486866996 "T046splT0in" -5.86309163879249 5.51115154086053
"T0" 46 "spl" "T0in" -898.110757731126 85.2386742790271 -1455.58513133004 "T046splT0in" -11.6619898588547 -4.09085632504523
"T0" 46 "spl" "T0in" -1030.85875773113 -31.555895720973 -603.153131330036 "T046splT0in" 7.85424930740502 -6.23129869641364
"T0" 46 "spl" "T0in" -1028.12975773113 -31.2325757209729 -1825.74513133004 "T046splT0in" 8.26182014633324 -7.1521279925257
"T0" 46 "spl" "T0in" -1007.33875773113 53.068574279027 -658.833131330036 "T046splT0in" -8.65444343398902 -6.84163643063605
"T0" 46 "spl" "T0in" -1074.30275773113 -57.098825720973 -1146.88513133004 "T046splT0in" 12.922289201509 -1.15885842980445
"T0" 46 "spl" "T0in" -991.732757731126 6.92897427902705 -866.122131330036 "T046splT0in" 2.47070986915734 -8.88220859707893
"T0" 46 "spl" "T0in" -989.498757731126 14.6484742790271 -463.967131330036 "T046splT0in" -4.3971993238816 -8.31458831967414
"T0" 46 "spl" "T0in" 5938.87324226887 -4.79862572097295 11071.66486867 "T046splT0in" -4.18209402870033 10.8426172619909
"T0" 46 "spl" "T0in" -1021.77975773113 -11.806625720973 -650.575131330036 "T046splT0in" 5.08104450393822 -7.84194637478889
"T0" 46 "spl" "T0in" -937.314757731126 -18.285695720973 -760.321131330036 "T046splT0in" 6.72220403839257 -7.3708779925257
"T0" 46 "spl" "T0in" -961.225757731126 -1.82442572097295 -1177.63513133004 "T046splT0in" 3.69527418304589 -9.13041568936408
"T0" 46 "spl" "T0in" -1047.67975773113 -62.608325720973 -820.592131330036 "T046splT0in" 13.0523846833816 -0.447147857561713
"T0" 46 "spl" "T0in" 880.303242268874 -17.298225720973 8187.04486866996 "T046splT0in" -5.49551170181129 8.14967988787591
"T0" 46 "spl" "T0in" -1064.85975773113 30.8988742790271 -544.050131330036 "T046splT0in" -6.11217754196022 -8.03503585995734
"T0" 46 "spl" "T0in" -655.235757731126 168.345674279027 -48.2680313300363 "T046splT0in" -9.59898917983863 4.15446041880548
"T0" 46 "spl" "T0in" -481.274757731126 25.513074279027 -1733.96513133004 "T046splT0in" -7.59714763473365 -3.40296817959846
"T0" 46 "spl" "T0in" 1889.62324226887 39.668374279027 -376.592131330036 "T046splT0in" -2.18549316238258 5.44061492739617
"T0" 46 "spl" "T0in" -951.351757731126 51.4068742790271 -367.559131330036 "T046splT0in" -8.06883876632545 -6.68306280316413
"T0" 46 "spl" "T0in" -995.832757731126 28.910574279027 -822.538131330036 "T046splT0in" -5.68230169128273 -8.65017296017707
"T0" 46 "spl" "T0in" -1087.43175773113 39.604974279027 -683.406131330036 "T046splT0in" -7.53528182815406 -7.61770034970344
"T0" 46 "spl" "T0in" -1004.83175773113 -13.709025720973 -1144.91613133004 "T046splT0in" 6.48642761398461 -7.95084453763068
"T0" 46 "spl" "T0in" -834.161757731126 -17.856705720973 -1274.94513133004 "T046splT0in" 4.22755987335351 -3.16258288563788
"T0" 46 "spl" "T0in" 4744.46324226887 -20.422925720973 2368.81486866996 "T046splT0in" -3.34364383529518 9.74210857211053
"T0" 46 "spl" "T0in" -1075.52875773113 -34.650015720973 -538.898131330036 "T046splT0in" 10.7563508241287 -3.53176428021491
"T0" 46 "spl" "T0in" -1040.14975773113 -13.467225720973 -1236.95513133004 "T046splT0in" 6.48935062576439 -7.96439434231818
"T0" 46 "spl" "T0in" -893.298757731126 9.27707427902705 -870.767131330036 "T046splT0in" 2.1330159394851 -9.01278854550422
"T0" 46 "spl" "T0in" -991.623757731126 -22.1609957209729 -759.312131330036 "T046splT0in" 6.99151546646264 -7.02886558713019
"T0" 46 "spl" "T0in" -1053.54675773113 33.1868742790271 2978.93486866996 "T046splT0in" -5.580104044188 6.30281947909295
"T0" 46 "spl" "T0in" 11372.8632422689 -81.951125720973 -1283.33513133004 "T046splT0in" -2.46196668456886 11.871534574613
"T0" 46 "spl" "T0in" -811.206757731126 44.8259742790271 -1261.37513133004 "T046splT0in" -8.40528171371314 -7.70185066403449
"T0" 46 "spl" "T0in" -924.775757731126 73.972674279027 -575.280131330036 "T046splT0in" -10.7100197584519 -5.03774715603889
"T0" 46 "spl" "T0in" -970.024757731126 -107.183725720973 -88.8282313300363 "T046splT0in" 13.5172818391433 2.75138377009332
"T0" 46 "spl" "T0in" -1046.20375773113 -60.762825720973 -482.082131330036 "T046splT0in" 12.7274754731765 -0.460571658030158
"T0" 46 "spl" "T0in" -968.146757731126 28.217674279027 -561.322131330036 "T046splT0in" -5.84386890243385 -8.23052097500861
"T0" 46 "spl" "T0in" -754.456757731126 -20.2340657209729 1510.94486866996 "T046splT0in" 1.11023635555413 0.562029946431512
"T0" 46 "spl" "T0in" -1068.59475773113 34.0816742790271 3111.51486866996 "T046splT0in" -5.59132974456642 6.30134462176263
"T0" 46 "spl" "T0in" -988.656757731126 96.268674279027 -1053.30813133004 "T046splT0in" -11.8170706541428 -3.65917183102668
"T0" 46 "spl" "T0in" -910.365757731126 -20.494085720973 -11.7121313300363 "T046splT0in" 8.43283588577416 -5.46146227063239
"T0" 46 "spl" "T0in" -888.398757731126 31.313774279027 -603.642131330036 "T046splT0in" -6.31257503341529 -8.10925937832893
"T0" 46 "spl" "T0in" -1026.29375773113 -46.147525720973 -585.979131330036 "T046splT0in" 11.444150277864 -2.55694795788825
"T0" 46 "spl" "T0in" -428.325757731126 98.466674279027 -1195.65513133004 "T046splT0in" -9.88907687972877 1.44320069609582
"T0" 46 "spl" "T0in" -590.453757731126 99.487674279027 -1722.24513133004 "T046splT0in" -10.0661484510789 0.690508095383639
"T0" 46 "spl" "T0in" -1023.49375773113 39.871474279027 2188.33486866996 "T046splT0in" -5.62159412216041 5.12869094668328
"T0" 46 "spl" "T0in" -1039.95375773113 -2.93872572097295 -877.480131330036 "T046splT0in" 3.53649217773583 -8.66531444729865
"T0" 46 "spl" "T0in" -961.370757731126 49.501674279027 -1654.62513133004 "T046splT0in" -8.81671779464576 -7.47776962460578
"T0" 46 "spl" "T0in" -901.726757731126 54.095374279027 108.026868669964 "T046splT0in" -10.4036003858933 -4.76774765194953
"T0" 46 "spl" "T0in" -988.576757731126 14.6073742790271 -888.098131330036 "T046splT0in" -4.54526918243263 -8.9420096987635
"T0" 46 "spl" "T0in" -1058.84475773113 -27.848856720973 -642.144131330036 "T046splT0in" 7.65580923248436 -6.41796137036384
"T0" 46 "spl" "T0in" -1011.03275773113 7.90537427902705 -1137.63113133004 "T046splT0in" 2.43032533813622 -9.2004153841883
"T0" 46 "spl" "T0in" -1048.14675773113 -56.7196257209729 -657.638131330036 "T046splT0in" 12.5586922853103 -0.776693355456
"T0" 46 "spl" "T0in" -953.689757731126 -51.795225720973 -624.984131330036 "T046splT0in" 12.3800118653884 -1.10043896378577
"T0" 46 "spl" "T0in" -1035.18575773113 0.736074279027051 -854.353131330036 "T046splT0in" 2.95343048263695 -8.74378181637824
"T0" 46 "spl" "T0in" -1045.48375773113 10.365574279027 -723.341131330036 "T046splT0in" 1.9040165631881 -8.70428920926154
"T0" 46 "spl" "T0in" -1037.61475773113 -0.886125720972952 -782.889131330036 "T046splT0in" 3.03503257919457 -8.67473484219611
"T0" 46 "spl" "T0in" 5500.14324226887 -63.8181257209729 -684.028131330036 "T046splT0in" -1.13543074439857 9.44258331118523
"T0" 46 "spl" "T0in" 10018.5632422689 -66.048725720973 13653.26486867 "T046splT0in" -4.17505781959388 10.98911689578
"T0" 46 "spl" "T0in" -1000.09175773113 80.440674279027 -910.117131330036 "T046splT0in" -11.6849962980637 -4.0774414652735
"T0" 46 "spl" "T0in" 5232.20324226887 35.896874279027 -337.313131330036 "T046splT0in" -2.2213119776139 7.94786666689813
"T0" 46 "spl" "T0in" -1002.33775773113 102.561674279027 1037.59486866996 "T046splT0in" -10.2841746122727 3.59939264117181
"T0" 46 "spl" "T0in" -953.279757731126 -50.2219257209729 -858.116131330036 "T046splT0in" 12.2814734666457 -1.74969268979133
"T0" 46 "spl" "T0in" -860.154757731126 35.625174279027 -149.258941330036 "T046splT0in" -5.18910329650733 -1.2795899027735
"T0" 46 "spl" "T0in" -1007.50075773113 12.069374279027 -755.347131330036 "T046splT0in" 1.81886250663903 -8.72780204953254
"T0" 46 "spl" "T0in" -886.126757731126 122.738674279027 17836.06486867 "T046splT0in" -6.01409309219215 10.334139097318
"T0" 46 "spl" "T0in" -993.769757731126 -49.595925720973 -1542.81513133004 "T046splT0in" 12.6907151429763 -2.15741063298286
"T0" 46 "spl" "T0in" -1010.45175773113 -34.657565720973 -1491.79513133004 "T046splT0in" 12.1132682054153 -3.06162382306159
"T0" 46 "spl" "T0in" -1032.24275773113 -37.8306257209729 -1224.42513133004 "T046splT0in" 11.9702752320876 -3.14161611737311
"T0" 46 "spl" "T0in" -1038.12975773113 32.509074279027 -561.640131330036 "T046splT0in" -6.31518905471656 -8.01091171444953
"T0" 46 "spl" "T0in" -994.250757731126 -7.31852572097295 -1027.44713133004 "T046splT0in" 4.03689701248314 -8.84395767392219
"T0" 46 "spl" "T0in" -975.487757731126 -65.3563257209729 -992.839131330036 "T046splT0in" 13.1761525361648 -0.357189905062323
"T0" 46 "spl" "T0in" -11.3167577311262 88.624674279027 -404.502131330036 "T046splT0in" -9.35167377303932 2.33573888598382
"T0" 46 "spl" "T0in" -922.071757731126 1.21327427902705 -1070.15913133004 "T046splT0in" 3.33213598419335 -9.12940384091437
"T0" 46 "spl" "T0in" -943.665757731126 -80.510625720973 -841.377131330036 "T046splT0in" 13.4470017640701 1.24234639464318
"T0" 46 "spl" "T0in" -1053.09875773113 -49.939925720973 -447.093131330036 "T046splT0in" 11.619048425447 -1.70617366971076
"T0" 46 "spl" "T0in" -1024.74975773113 49.985874279027 732.174868669964 "T046splT0in" -4.13317458938453 1.86311982928216
"T0" 46 "spl" "T0in" -1103.92875773113 -37.591045720973 -611.746131330036 "T046splT0in" 10.9524281709304 -3.37691618146003
"T0" 46 "spl" "T0in" -907.723757731126 39.4364742790271 139.523868669964 "T046splT0in" -6.77183406661842 -6.99588848294318
"T0" 46 "spl" "T0in" -927.603757731126 166.466674279027 -671.580131330036 "T046splT0in" -9.60317104171607 4.14156459628045
"T0" 46 "spl" "T0in" -906.313757731126 -23.813995720973 -1166.24513133004 "T046splT0in" 7.31545812774804 -7.56034923733771
"T0" 46 "spl" "T0in" -1063.44875773113 -27.1641517209729 -829.952131330036 "T046splT0in" 7.60651905227807 -6.74715877713264
"T0" 46 "spl" "T0in" -1073.58875773113 16.1274742790271 -438.369131330036 "T046splT0in" -4.55773656677101 -8.43598533810676
"T0" 46 "spl" "T0in" 3754.58324226887 51.649974279027 -647.971131330036 "T046splT0in" -2.28152387451026 7.04176830111443
"T0" 46 "spl" "T0in" 4708.01324226887 -56.789425720973 7935.55486866996 "T046splT0in" -3.95312111686561 9.87874149142205
"T0" 46 "spl" "T0in" -940.767757731126 3.27697427902705 2668.26486866996 "T046splT0in" -5.1044689924607 6.37444328127801
"T0" 46 "spl" "T0in" -954.101757731126 -21.350875720973 -1173.03513133004 "T046splT0in" 7.17559892822411 -7.57651783169807
"T0" 46 "spl" "T0in" -1006.95475773113 -49.489725720973 -845.575131330036 "T046splT0in" 12.2097371308913 -1.80573917569221
"T0" 46 "spl" "T0in" -993.264757731126 15.455074279027 -631.598131330036 "T046splT0in" -4.44726674865577 -8.64465786160529
"T0" 46 "spl" "T0in" -1047.47775773113 36.487674279027 -1135.26713133004 "T046splT0in" -7.61791007827613 -8.11986519040168
"T0" 46 "spl" "T0in" -994.085757731126 15.750374279027 -1503.76513133004 "T046splT0in" -5.12481849502418 -9.50905872525275
"T0" 46 "spl" "T0in" -1047.72975773113 -12.717625720973 -549.019131330036 "T046splT0in" 4.96373159576561 -7.69746948422492
"T0" 46 "spl" "T0in" -547.960757731126 43.730474279027 -612.934131330036 "T046splT0in" -7.13044708083961 -2.04612232388557
"T0" 46 "spl" "T0in" -902.290757731126 -58.005425720973 -469.526131330036 "T046splT0in" 12.5332806794753 -0.578186046496039
"T0" 46 "spl" "T0in" 498.593242268874 -57.6504257209729 -647.586131330036 "T046splT0in" 1.36709041286614 6.7462570553869
"T0" 46 "spl" "T0in" 802.863242268874 32.645974279027 -171.509631330036 "T046splT0in" -2.05698507140968 4.34739254771173
"T0" 46 "spl" "T0in" 5004.50324226887 -49.701925720973 -97.9830313300363 "T046splT0in" -1.14532928775642 9.10918163119256
"T0" 46 "spl" "T0in" -563.197757731126 264.332674279027 608.275868669964 "T046splT0in" -7.08235996078346 3.76105808077752
"T0" 46 "spl" "T0in" -1021.82675773113 17.442374279027 186.828868669964 "T046splT0in" -4.93514125655982 -7.8148362749964
"T0" 46 "spl" "T0in" 4836.84324226887 -109.184425720973 -1612.58513133004 "T046splT0in" -0.301573215533232 9.42173980532586
"T0" 46 "spl" "T0in" -1096.51175773113 -60.9557257209729 -499.213131330036 "T046splT0in" 12.7411893098464 -0.46375538052619
"T0" 46 "spl" "T0in" -1017.73575773113 25.818074279027 -1097.11113133004 "T046splT0in" -5.45067947219703 -8.94824482144416
"T0" 46 "spl" "T0in" -795.449757731126 5.56187427902705 -856.169131330036 "T046splT0in" 0.216884919892812 -3.71499468030036
"T0" 46 "spl" "T0in" -1066.62875773113 -10.518825720973 -1033.76413133004 "T046splT0in" 6.28718263794091 -8.01779724301398
"T0" 46 "spl" "T0in" -959.793757731126 49.644974279027 -1509.86513133004 "T046splT0in" -8.81926410507057 -7.47512699307502
"T0" 46 "spl" "T0in" -1057.80175773113 27.5206742790271 -512.724131330036 "T046splT0in" -5.62651794265602 -8.07030368985236
"T0" 46 "spl" "T0in" -946.551757731126 7.16397427902705 -847.245131330036 "T046splT0in" 2.47955090690758 -8.8707502001673
"T0" 46 "spl" "T0in" -1042.25775773113 -82.7753257209729 -777.899131330036 "T046splT0in" 13.4602807252517 1.39685540257394
"T0" 46 "spl" "T0in" -494.520757731126 -102.510525720973 -177.421331330036 "T046splT0in" 7.24845916916039 8.63553499041497
"T0" 46 "spl" "T0in" -1024.03775773113 26.701574279027 -707.259131330036 "T046splT0in" -5.65842550109718 -8.59007908047736
"T0" 46 "spl" "T0in" -1046.18575773113 -10.772625720973 -500.676131330036 "T046splT0in" 4.88197500396874 -7.71240974606574
"T0" 46 "spl" "T0in" -1179.52875773113 -5.31412572097295 -581.877131330036 "T046splT0in" 3.95371229339745 -8.00210262478889
"T0" 46 "spl" "T0in" -975.086757731126 30.6505742790271 -1034.68613133004 "T046splT0in" -7.21090810607765 -8.37049080075324
"T0" 46 "spl" "T0in" -1012.17275773113 -40.2016257209729 -1501.33513133004 "T046splT0in" 12.1954730241409 -2.96929694356025
"T0" 46 "spl" "T0in" -749.008757731126 -31.603855720973 -773.220131330036 "T046splT0in" -3.46647160362098 2.43652163802087
"T0" 46 "spl" "T0in" 1137.99324226887 -9.73842572097295 -9.98513133003632 "T046splT0in" -0.328408232439493 5.48534511385858
"T0" 46 "spl" "T0in" -914.409757731126 -3.19452572097295 -631.396131330036 "T046splT0in" 3.83933241058495 -8.01966167630256
"T0" 46 "spl" "T0in" -915.635757731126 116.315674279027 -415.750131330036 "T046splT0in" -10.4338242323289 3.47633503733575
"T0" 46 "spl" "T0in" -1011.47575773113 9.38107427902705 9427.03486866996 "T046splT0in" -5.99852388213966 8.69906352816522
"T0" 46 "spl" "T0in" -987.621757731126 -11.242825720973 -816.361131330036 "T046splT0in" 5.15214569259789 -7.99391533078254
"T0" 46 "spl" "T0in" -983.872757731126 -83.110425720973 -1115.71413133004 "T046splT0in" 13.5254920213332 1.4040094500631
"T0" 46 "spl" "T0in" -994.057757731126 -2.73252572097295 -854.121131330036 "T046splT0in" 3.48425037552025 -8.65740276516975
"T0" 46 "spl" "T0in" -868.507757731126 22.9643742790271 -418.859131330036 "T046splT0in" -5.25983350585792 -8.08763672055305
"T0" 46 "spl" "T0in" -1013.82975773113 -6.94702572097295 -1077.06113133004 "T046splT0in" 4.00429517913964 -8.86972023190559
"T0" 46 "spl" "T0in" -970.638757731126 -48.784525720973 -1215.98513133004 "T046splT0in" 12.2099641053787 -2.33706380070746
"T0" 46 "spl" "T0in" -913.321757731126 51.936774279027 -712.358131330036 "T046splT0in" -8.56188171218727 -6.89543033780158
"T0" 46 "spl" "T0in" -981.377757731126 27.8269742790271 -371.355131330036 "T046splT0in" -5.65327232192848 -7.95823455990851
"T0" 46 "spl" "T0in" -1039.22275773113 -59.711825720973 -1056.46213133004 "T046splT0in" 12.9872964112869 -0.98366082848609
"T0" 46 "spl" "T0in" -1053.22275773113 -76.743625720973 -1081.04913133004 "T046splT0in" 13.4798567979446 0.839533407077188
"T0" 46 "spl" "T0in" -928.566757731126 -9.49062572097295 -1321.81513133004 "T046splT0in" 4.20142633606102 -9.13346744717658
"T0" 46 "spl" "T0in" -988.003757731126 -117.276825720973 -714.866131330036 "T046splT0in" 13.5507777421584 2.81855820475518
"T0" 46 "spl" "T0in" -962.374757731126 26.629974279027 -564.598131330036 "T046splT0in" -5.50417487930152 -8.26902271451057
"T0" 46 "spl" "T0in" -1031.47575773113 -9.37022572097295 -394.617131330036 "T046splT0in" 4.7563651292434 -7.65527702511848
"T0" 46 "spl" "T0in" -1013.66875773113 63.7018742790271 -1130.47713133004 "T046splT0in" -10.2720190794358 -5.9076588267237
"T0" 46 "spl" "T0in" 4028.54324226887 -21.603165720973 7057.61486866996 "T046splT0in" -4.0373372347245 9.82394908724725
"T0" 46 "spl" "T0in" -866.285757731126 29.0713742790271 -371.664131330036 "T046splT0in" -5.89633386443946 -7.84869362057746
"T0" 46 "spl" "T0in" -1018.89075773113 0.686474279027049 -859.351131330036 "T046splT0in" 2.99101097274926 -8.75962425412238
"T0" 46 "spl" "T0in" -1061.28575773113 4.32457427902705 -892.366131330036 "T046splT0in" 2.62694651771691 -8.88583637417853
"T0" 46 "spl" "T0in" -1079.59475773113 20.4754742790271 -635.514131330036 "T046splT0in" -4.81156747650001 -8.57257724942268
"T0" 46 "spl" "T0in" 544.603242268874 -24.531235720973 -405.925131330036 "T046splT0in" 0.434259423505331 4.58759998141229
"T0" 46 "spl" "T0in" -1032.94975773113 2.42887427902705 -976.337131330036 "T046splT0in" 2.72653944183495 -8.94800354184211
"T0" 46 "spl" "T0in" -1131.21875773113 21.628874279027 -1098.58813133004 "T046splT0in" -5.16191881011817 -9.0494258517176
"T0" 46 "spl" "T0in" -977.370757731126 49.504574279027 -898.443131330036 "T046splT0in" -8.63134544204566 -7.1075952166468
"T0" 46 "spl" "T0in" -1000.81875773113 26.9679742790271 -704.911131330036 "T046splT0in" -5.69333808730934 -8.56400657834113
"T0" 46 "spl" "T0in" -1106.10075773113 33.026974279027 -1172.19513133004 "T046splT0in" -7.34236448119972 -8.32445217312873
"T0" 46 "spl" "T0in" -930.066757731126 36.178474279027 152.858868669964 "T046splT0in" -6.40663831542823 -7.17316414059699
"T0" 46 "spl" "T0in" -1007.73475773113 -10.6418257209729 -1229.32513133004 "T046splT0in" 4.19087345291283 -9.10622287930549
"T0" 46 "spl" "T0in" -1104.14475773113 4.65817427902705 -483.328131330036 "T046splT0in" 2.41272718597558 -8.22198940457404
"T0" 46 "spl" "T0in" -836.500757731126 28.1349742790271 18012.26486867 "T046splT0in" -6.14951579879615 10.3362476712316
"T0" 46 "spl" "T0in" -1022.09175773113 65.310474279027 7105.20486866996 "T046splT0in" -6.02605932067726 7.77510331927239
"T0" 46 "spl" "T0in" -1103.47675773113 33.077974279027 -457.068131330036 "T046splT0in" -6.41583936523292 -7.92216850461066
"T0" 46 "spl" "T0in" -1115.42375773113 -73.288825720973 -905.662131330036 "T046splT0in" 13.3691514222732 0.704692505136127
"T0" 46 "spl" "T0in" -915.790757731126 13.393474279027 -395.062131330036 "T046splT0in" -4.34663741897438 -8.26215244473518
"T0" 46 "spl" "T0in" -935.713757731126 -22.230165720973 -825.552131330036 "T046splT0in" 7.1897295205703 -6.89001871289313
"T0" 46 "spl" "T0in" -999.894757731126 -61.954225720973 -335.380131330036 "T046splT0in" 12.6173489778152 -0.164847027674323
"T0" 46 "spl" "T0in" -963.028757731126 -44.910425720973 -1395.41513133004 "T046splT0in" 12.4499324052444 -2.51236296834052
"T0" 46 "spl" "T0in" -1070.62575773113 54.916174279027 -515.002131330036 "T046splT0in" -9.74571960281227 -5.99601007641852
"T0" 46 "spl" "T0in" -1073.72775773113 17.391974279027 -474.725131330036 "T046splT0in" -4.57945792983863 -8.45729900540412
"T0" 46 "spl" "T0in" 8576.87324226887 -51.672825720973 911.434868669964 "T046splT0in" -2.46899025749061 11.2499601727575
"T0" 46 "spl" "T0in" 2471.53324226887 31.507074279027 -285.593131330036 "T046splT0in" -2.17051976035926 5.48493837176263
"T0" 46 "spl" "T0in" -991.106757731126 -55.3024257209729 -1335.93513133004 "T046splT0in" 12.8526557176223 -1.77105261029304
"T0" 46 "spl" "T0in" -1026.46675773113 -91.920425720973 -434.472131330036 "T046splT0in" 13.3457511155715 1.86060916243493
"T0" 46 "spl" "T0in" -895.702757731126 30.542774279027 -722.200131330036 "T046splT0in" -6.01357429336402 -8.32718731106818
"T0" 46 "spl" "T0in" -950.717757731126 -21.563115720973 -1186.32513133004 "T046splT0in" 7.19031269241478 -7.57289196194709
"T0" 46 "spl" "T0in" -985.593757731126 17.794974279027 -1108.41813133004 "T046splT0in" -4.99329107116554 -9.30829788388312
"T0" 46 "spl" "T0in" -310.794757731126 11.5026742790271 -1115.39413133004 "T046splT0in" -0.715901485193705 3.43582724390923
"T0" 46 "spl" "T0in" -366.019757731126 29.5985742790271 -2050.58513133004 "T046splT0in" -7.62422864745948 -3.39321399869025
"T0" 46 "spl" "T0in" 2622.36324226887 1.00447427902705 3141.40486866996 "T046splT0in" -3.80729954551551 6.87104009447991
"T0" 46 "spl" "T0in" -1011.32175773113 12.880774279027 -1018.70713133004 "T046splT0in" 2.25921160865929 -9.14669967831672
"T0" 46 "spl" "T0in" -1029.41875773113 -40.3191257209729 -812.508131330036 "T046splT0in" 11.4037116258254 -3.03657056035102
"T0" 46 "spl" "T0in" -992.846757731126 -56.416425720973 -287.742131330036 "T046splT0in" 12.4363244264236 -0.56471563519538
"T0" 46 "spl" "T0in" -867.934757731126 -52.8841257209729 -405.155131330036 "T046splT0in" 4.56624204803612 7.46757720766961
"T0" 46 "spl" "T0in" -1010.01475773113 2.75537427902705 -1342.74513133004 "T046splT0in" 2.96657759834435 -9.41419960202277
"T0" 46 "spl" "T0in" -893.036757731126 -16.198025720973 -754.346131330036 "T046splT0in" 6.50831730056908 -7.447427522555
"T0" 46 "spl" "T0in" -940.965757731126 -66.1850257209729 -1190.05513133004 "T046splT0in" 13.1532681672683 -0.72048259915412
"T0" 46 "spl" "T0in" -1005.09275773113 65.6431742790271 981.964868669964 "T046splT0in" -5.89790122817848 4.00101350603997
"T0" 46 "spl" "T0in" -731.438757731126 18.048174279027 -37.1041313300363 "T046splT0in" -2.35029094528053 -1.90958167256415
"T0" 46 "spl" "T0in" -992.874757731126 29.797974279027 -454.656131330036 "T046splT0in" -5.97388856719825 -7.99726654233039
"T0" 46 "spl" "T0in" -1093.20475773113 -27.6026550209729 -499.436131330036 "T046splT0in" 7.85010463882592 -6.13853765667975
"T0" 46 "spl" "T0in" 4185.61324226887 -41.1675257209729 871.674868669964 "T046splT0in" -0.936995259035563 8.69095538912713
"T0" 46 "spl" "T0in" -951.602757731126 8.00827427902705 -29.1771313300363 "T046splT0in" 2.33274395157006 -7.7882249468714
"T0" 46 "spl" "T0in" -956.786757731126 -72.9162257209729 -1826.01513133004 "T046splT0in" 13.3807271211257 -0.934184085741644
"T0" 46 "spl" "T0in" -894.795757731126 45.123174279027 -760.463131330036 "T046splT0in" -8.19568984817359 -7.29768587292731
