"treatment" "mouse" "organ" "celltype" "Ki67" "CD69" "CD62L" "population" "V1" "V2"
"T0" 46 "spl" "T0in" -516.523757731126 51.221474279027 -518.389131330036 "T046splT0in" -7.24220578979347 -1.34022308529914
"T0" 46 "spl" "T0in" -1119.26275773113 -13.718725720973 -306.102131330036 "T046splT0in" 5.01884205032494 -7.55741478146613
"T0" 46 "spl" "T0in" -1053.43075773113 -38.315125720973 -1300.72513133004 "T046splT0in" 12.0068410127273 -3.11897183598578
"T0" 46 "spl" "T0in" -1127.58475773113 -64.898025720973 -582.453131330036 "T046splT0in" 12.9983990876785 -0.183153879061347
"T0" 46 "spl" "T0in" -968.243757731126 8.41437427902705 -269.440131330036 "T046splT0in" 2.19019086052086 -8.00928665341437
"T0" 46 "spl" "T0in" -765.973757731126 4.24587427902705 1843.20486866996 "T046splT0in" -0.860746076811289 1.35074071942269
"T0" 46 "spl" "T0in" -1050.47375773113 -42.332325720973 -153.619601330036 "T046splT0in" 10.0237277238479 -4.11520076932014
"T0" 46 "spl" "T0in" -762.041757731126 -55.6671257209729 -99.6630313300363 "T046splT0in" 7.15756780792382 3.13842414675652
"T0" 46 "spl" "T0in" -946.283757731126 62.837274279027 -1207.54513133004 "T046splT0in" -10.2648264677415 -5.93331934155524
"T0" 46 "spl" "T0in" -984.828757731126 -29.2547257209729 -642.719131330036 "T046splT0in" 7.69987899948266 -6.40964866818488
"T0" 46 "spl" "T0in" -995.239757731126 41.860774279027 -468.205131330036 "T046splT0in" -7.32374303649757 -7.51060081662238
"T0" 46 "spl" "T0in" -921.599757731126 21.955474279027 -409.522131330036 "T046splT0in" -5.25922506164405 -8.09307361783088
"T0" 46 "spl" "T0in" -1076.55975773113 -76.3015257209729 -294.177131330036 "T046splT0in" 13.0749457566848 0.863388974055643
"T0" 46 "spl" "T0in" -1130.07675773113 -32.431805720973 -650.434131330036 "T046splT0in" 7.81725341964867 -6.27424360455573
"T0" 46 "spl" "T0in" -973.448757731126 -7.19532572097295 -1365.68513133004 "T046splT0in" 4.19554836441185 -9.16610599698127
"T0" 46 "spl" "T0in" -1019.56275773113 -4.27002572097295 -531.196131330036 "T046splT0in" 3.85494930435326 -7.99492813290656
"T0" 46 "spl" "T0in" 3686.31324226887 -52.209825720973 -1983.99513133004 "T046splT0in" -0.304046718884444 2.55601834116876
"T0" 46 "spl" "T0in" -1086.56175773113 40.104974279027 -860.154131330036 "T046splT0in" -7.76080339263771 -7.65927005948127
"T0" 46 "spl" "T0in" 272.663242268874 23.8870742790271 -272.176131330036 "T046splT0in" -1.99382608245704 4.17131065188348
"T0" 46 "spl" "T0in" -567.204757731126 -55.1406257209729 -635.376131330036 "T046splT0in" 5.52084285904076 6.89752982912957
"T0" 46 "spl" "T0in" -997.111757731126 -84.2749257209729 -288.586131330036 "T046splT0in" 13.0885213105788 1.21724002419412
"T0" 46 "spl" "T0in" -976.390757731126 -27.841825720973 -73.0429313300363 "T046splT0in" 9.51882393051293 -4.60997320355475
"T0" 46 "spl" "T0in" -878.773757731126 -33.9730957209729 -910.190131330036 "T046splT0in" 7.81098396469262 -6.52994466961921
"T0" 46 "spl" "T0in" -1099.70475773113 -21.665395720973 -1023.70013133004 "T046splT0in" 7.22711927581933 -7.43384052456916
"T0" 46 "spl" "T0in" -1061.00275773113 -57.6024257209729 -1009.14913133004 "T046splT0in" 12.9059022157302 -1.08801044167579
"T0" 46 "spl" "T0in" -992.297757731126 29.580874279027 -220.009831330036 "T046splT0in" -5.76341693710182 -7.76562286557258
"T0" 46 "spl" "T0in" -943.342757731126 112.348674279027 -1044.47613133004 "T046splT0in" -11.9050452024827 -3.35804725827277
"T0" 46 "spl" "T0in" 4577.35324226887 -49.915925720973 -878.212131330036 "T046splT0in" -1.02078550170753 8.92834209261834
"T0" 46 "spl" "T0in" -1036.99175773113 6.41997427902705 -698.760131330036 "T046splT0in" 2.06969411064293 -8.61095787228644
"T0" 46 "spl" "T0in" -946.861757731126 27.172374279027 -1203.20513133004 "T046splT0in" -5.47465675186012 -9.01230598630012
"T0" 46 "spl" "T0in" -1141.40775773113 -53.505425720973 -1397.91513133004 "T046splT0in" 12.7986100404372 -1.88503624142707
"T0" 46 "spl" "T0in" -1046.52475773113 -26.267705720973 -687.542131330036 "T046splT0in" 7.59228069473412 -6.49024463833869
"T0" 46 "spl" "T0in" 8061.67324226887 -24.734295720973 649.617868669964 "T046splT0in" -2.42861740897987 10.6016075497717
"T0" 46 "spl" "T0in" -941.252757731126 -57.184825720973 -1058.80913133004 "T046splT0in" 12.7467644899001 -1.44621111096442
"T0" 46 "spl" "T0in" -970.252757731126 29.6856742790271 -674.132131330036 "T046splT0in" -6.00322692703102 -8.32610298337043
"T0" 46 "spl" "T0in" -1061.25775773113 10.061874279027 -563.571131330036 "T046splT0in" 2.00957162071374 -8.35887123288215
"T0" 46 "spl" "T0in" -976.154757731126 -48.448525720973 -495.029131330036 "T046splT0in" 11.6130660264602 -1.71273280324042
"T0" 46 "spl" "T0in" -953.880757731126 -5.91662572097295 -439.459131330036 "T046splT0in" 4.15959245849755 -7.84649921597541
"T0" 46 "spl" "T0in" -1120.24175773113 -130.180325720973 -1381.23513133004 "T046splT0in" 13.5776284425369 2.85600112734735
"T0" 46 "spl" "T0in" -1012.98975773113 -4.06902572097295 -646.822131330036 "T046splT0in" 3.92368871856835 -8.02844024838508
"T0" 46 "spl" "T0in" -973.528757731126 -19.658345720973 -775.339131330036 "T046splT0in" 6.77927047897484 -7.25563980282844
"T0" 46 "spl" "T0in" -974.628757731126 5.79297427902705 -347.309131330036 "T046splT0in" 2.22489125419762 -8.06701637448371
"T0" 46 "spl" "T0in" -1033.92575773113 61.372074279027 -949.425131330036 "T046splT0in" -10.1577984602341 -5.92928339184821
"T0" 46 "spl" "T0in" 186.693242268874 24.5116742790271 9840.48486866996 "T046splT0in" -5.93015306304786 8.62709735690057
"T0" 46 "spl" "T0in" -1002.93775773113 -52.7202257209729 -2043.30513133004 "T046splT0in" 12.6455529420486 -2.31516553105414
"T0" 46 "spl" "T0in" 2402.65324226887 40.9325742790271 8718.49486866996 "T046splT0in" -5.79026525329444 8.70295070467889
"T0" 46 "spl" "T0in" -829.944757731126 -52.804725720973 362.276868669964 "T046splT0in" 6.52709610153344 3.14721225558221
"T0" 46 "spl" "T0in" -454.790757731126 19.719874279027 100.288868669964 "T046splT0in" -2.99964969467018 0.490553159102792
"T0" 46 "spl" "T0in" -1007.86675773113 48.360574279027 -619.316131330036 "T046splT0in" -8.30788772415016 -6.94815803708137
"T0" 46 "spl" "T0in" -676.073757731126 95.897674279027 -345.435131330036 "T046splT0in" -11.9570214064011 -3.56932760418952
"T0" 46 "spl" "T0in" -975.299757731126 -37.342425720973 -1075.80413133004 "T046splT0in" 11.8084672181716 -3.20772076787055
"T0" 46 "spl" "T0in" -1018.95575773113 -1.92512572097295 -1236.86513133004 "T046splT0in" 3.74801761795189 -9.14551426114143
"T0" 46 "spl" "T0in" 1612.61324226887 33.2554742790271 8795.23486866996 "T046splT0in" -5.89387672256324 8.68090127764642
"T0" 46 "spl" "T0in" -1009.14275773113 -38.3533257209729 -358.838131330036 "T046splT0in" 10.4169419496169 -3.79472519101203
"T0" 46 "spl" "T0in" -301.821757731126 9.40977427902705 -727.228131330036 "T046splT0in" -0.809618881453013 0.808467317208643
"T0" 46 "spl" "T0in" -906.628757731126 52.118274279027 -454.269131330036 "T046splT0in" -8.08382289718482 -6.68590761364997
"T0" 46 "spl" "T0in" -909.173757731126 27.8637742790271 -76.1585313300363 "T046splT0in" -5.87740962814186 -7.5727412814051
"T0" 46 "spl" "T0in" -782.158757731126 -12.681125720973 -650.318131330036 "T046splT0in" 4.96274120498803 -7.91499019803107
"T0" 46 "spl" "T0in" 1467.10324226887 21.071874279027 -1756.95513133004 "T046splT0in" -2.00053637336585 5.17506240664422
"T0" 46 "spl" "T0in" 4756.58324226887 -23.583665720973 263.291868669964 "T046splT0in" -1.43717878173683 8.83747505007684
"T0" 46 "spl" "T0in" -963.892757731126 39.512874279027 -1341.77513133004 "T046splT0in" -8.14886062454078 -7.90634609402717
"T0" 46 "spl" "T0in" -1058.21375773113 21.668674279027 -681.103131330036 "T046splT0in" -4.93584602187965 -8.59953571499885
"T0" 46 "spl" "T0in" -1012.43375773113 -1.15872572097295 -1164.38513133004 "T046splT0in" 3.70128423858788 -9.163567315951
"T0" 46 "spl" "T0in" -948.167757731126 -5.16292572097295 -135.744531330036 "T046splT0in" 2.88193041969445 -7.73991466702521
"T0" 46 "spl" "T0in" -829.537757731126 -31.122515720973 -1210.22513133004 "T046splT0in" 7.14774067093041 -0.977476727381354
"T0" 46 "spl" "T0in" -969.756757731126 -2.72052572097295 4105.21486866996 "T046splT0in" -5.00041978668067 6.98421644030511
"T0" 46 "spl" "T0in" 15616.4632422689 -58.7972257209729 -253.337131330036 "T046splT0in" -2.86258571456764 12.4027702694982
"T0" 46 "spl" "T0in" -717.720757731126 -1.65562572097295 -320.051131330036 "T046splT0in" 2.69853479553368 -7.68280197323859
"T0" 46 "spl" "T0in" -964.699757731126 11.1567742790271 3029.30486866996 "T046splT0in" -5.2512876303086 6.41577934084832
"T0" 46 "spl" "T0in" -1030.78575773113 69.990274279027 2918.41486866996 "T046splT0in" -5.84341447662208 5.57789872942864
"T0" 46 "spl" "T0in" -909.135757731126 47.950674279027 -1501.42513133004 "T046splT0in" -8.81360404800269 -7.48207164944709
"T0" 46 "spl" "T0in" -1070.03375773113 -108.207425720973 -912.471131330036 "T046splT0in" 13.5225566117873 2.69577668963372
"T0" 46 "spl" "T0in" -1018.09475773113 -86.7489257209729 -596.305131330036 "T046splT0in" 13.3653510301223 1.64854054509103
"T0" 46 "spl" "T0in" -1081.28175773113 50.765374279027 -262.866131330036 "T046splT0in" -7.98188369582984 -6.7117622012049
"T0" 46 "spl" "T0in" 3358.51324226887 29.1901742790271 -951.380131330036 "T046splT0in" -2.11544316123817 7.43069862185418
"T0" 46 "spl" "T0in" -795.041757731126 -44.323125720973 -439.537131330036 "T046splT0in" 7.04506904770043 1.74964486418664
"T0" 46 "spl" "T0in" 233.633242268874 16.793874279027 -637.772131330036 "T046splT0in" -2.01307111095283 4.05885766802728
"T0" 46 "spl" "T0in" 20467.1632422689 -72.452325720973 -96.2161313300363 "T046splT0in" -3.02615611862037 12.5064451581091
"T0" 46 "spl" "T0in" -476.111757731126 22.8023742790271 -2473.44513133004 "T046splT0in" -7.63295810531471 -3.38878847302497
"T0" 46 "spl" "T0in" -960.655757731126 29.679774279027 41.7008686699637 "T046splT0in" -6.16416995834205 -7.30746103467048
"T0" 46 "spl" "T0in" -1034.76375773113 -90.9257257209729 -740.561131330036 "T046splT0in" 13.5264094560256 2.11233018694818
"T0" 46 "spl" "T0in" -1075.66175773113 39.883074279027 -261.881131330036 "T046splT0in" -7.17565696548316 -7.44749046505988
"T0" 46 "spl" "T0in" -893.520757731126 23.0882742790271 -969.372131330036 "T046splT0in" -5.08333890746925 -8.97511364163459
"T0" 46 "spl" "T0in" -903.364757731126 21.615974279027 -940.402131330036 "T046splT0in" -5.07756822418067 -8.96158577145637
"T0" 46 "spl" "T0in" -665.181757731126 -47.622725720973 -489.026131330036 "T046splT0in" 4.22671396423485 5.83489583788812
"T0" 46 "spl" "T0in" 14931.9632422689 -50.179425720973 11473.76486867 "T046splT0in" -4.07556526969764 11.0647928601354
"T0" 46 "spl" "T0in" -1000.99775773113 110.294674279027 3437.57486866996 "T046splT0in" -6.10552852462623 7.02904819308221
"T0" 46 "spl" "T0in" -541.031757731126 -11.305625720973 2886.51486866996 "T046splT0in" -4.78915708373878 6.47880529223382
"T0" 46 "spl" "T0in" -964.564757731126 -82.3160257209729 -1226.62513133004 "T046splT0in" 13.5453017442336 1.33834456263482
"T0" 46 "spl" "T0in" -1080.96375773113 54.9539742790271 -1194.60513133004 "T046splT0in" -9.20351569961402 -6.96451116742194
"T0" 46 "spl" "T0in" -994.425757731126 8.19457427902705 -647.413131330036 "T046splT0in" 2.00164873291161 -8.52753616513312
"T0" 46 "spl" "T0in" -711.252757731126 -1.62662572097295 -473.965131330036 "T046splT0in" 2.70426685501244 -7.64324546994269
"T0" 46 "spl" "T0in" -1022.74775773113 -12.479025720973 -358.399131330036 "T046splT0in" 4.96522314239647 -7.53266979397834
"T0" 46 "spl" "T0in" -83.8167577311262 -69.453825720973 -1527.42513133004 "T046splT0in" 1.8728509633651 7.08169435320794
"T0" 46 "spl" "T0in" -1063.34275773113 2.75727427902705 -162.553931330036 "T046splT0in" 2.4465232579818 -7.88228393734992
"T0" 46 "spl" "T0in" -1033.31775773113 -24.351885720973 -1313.90513133004 "T046splT0in" 7.8232014863601 -7.33842540921271
"T0" 46 "spl" "T0in" -954.304757731126 -62.051825720973 -1055.13813133004 "T046splT0in" 13.0810750215163 -0.832331907168036
"T0" 46 "spl" "T0in" -1072.99675773113 15.988274279027 -663.307131330036 "T046splT0in" -4.49643009017799 -8.68681408108771
"T0" 46 "spl" "T0in" -969.476757731126 106.990674279027 -1465.24513133004 "T046splT0in" -11.8603531629929 -3.394693147555
"T0" 46 "spl" "T0in" -962.577757731126 -98.207625720973 -957.613131330036 "T046splT0in" 13.5392935960403 2.28236793337762
"T0" 46 "spl" "T0in" -990.766757731126 19.756474279027 -536.090131330036 "T046splT0in" -4.69151370834205 -8.51384807766975
"T0" 46 "spl" "T0in" 1156.68324226887 51.160674279027 -1053.94913133004 "T046splT0in" -2.51312797378395 5.14870714007318
"T0" 46 "spl" "T0in" -1014.55075773113 55.906974279027 -669.745131330036 "T046splT0in" -9.74208419631812 -6.03054834546149
"T0" 46 "spl" "T0in" -922.300757731126 -42.527925720973 -665.108131330036 "T046splT0in" 11.2669022767654 -2.91793037594855
"T0" 46 "spl" "T0in" -432.221757731126 56.704474279027 6.24586866996367 "T046splT0in" -7.26303308318946 0.33384405432641
"T0" 46 "spl" "T0in" -898.104757731126 -87.723425720973 -602.371131330036 "T046splT0in" 13.3612235276809 1.66013865529
"T0" 46 "spl" "T0in" -922.474757731126 39.706074279027 -491.886131330036 "T046splT0in" -7.31847064803932 -7.51551796139777
"T0" 46 "spl" "T0in" -1016.72775773113 0.78077427902705 284.058868669964 "T046splT0in" 2.41609747100976 -7.7326419466883
"T0" 46 "spl" "T0in" -1084.54275773113 -105.887925720973 -705.939131330036 "T046splT0in" 13.5252536027541 2.55565463362634
"T0" 46 "spl" "T0in" -1064.59175773113 43.241174279027 -237.998031330036 "T046splT0in" -7.30696838210914 -7.30294204892219
"T0" 46 "spl" "T0in" -1076.48375773113 -22.660295720973 -1018.22913133004 "T046splT0in" 7.31749469925072 -7.40027309598029
"T0" 46 "spl" "T0in" -799.405757731126 7.49637427902705 -641.565131330036 "T046splT0in" 1.73280353237298 -7.95902515591682
"T0" 46 "spl" "T0in" -1063.03275773113 35.133074279027 -762.032131330036 "T046splT0in" -6.99149196456764 -8.02637745083869
"T0" 46 "spl" "T0in" -842.550757731126 35.1127742790271 -541.045131330036 "T046splT0in" -6.90938632797096 -7.84906364621223
"T0" 46 "spl" "T0in" -977.828757731126 -12.237525720973 -966.463131330036 "T046splT0in" 6.28435499359276 -8.00248504818977
"T0" 46 "spl" "T0in" -1064.32075773113 70.575374279027 -1205.16513133004 "T046splT0in" -10.5517374784837 -5.64457727612556
"T0" 46 "spl" "T0in" 6561.99324226887 -80.2933257209729 -254.850131330036 "T046splT0in" -1.4845674545655 10.5772335415929
"T0" 46 "spl" "T0in" -1006.72675773113 -78.541825720973 -347.906131330036 "T046splT0in" 13.0966742723098 0.916715431794519
"T0" 46 "spl" "T0in" 4168.89324226887 56.073374279027 16402.56486867 "T046splT0in" -5.77624051879737 10.4615280514806
"T0" 46 "spl" "T0in" -928.318757731126 33.7455742790271 2236.59486866996 "T046splT0in" -5.60535257171485 5.1380159741491
