"","V1","V2"
"10263",-0.775720093849809,-2.21799496825227
"10264",-0.777629509370833,-2.21821750097458
"10265",-0.778869506410058,-2.2183618335572
"10266",-0.780623902215367,-2.2185657953197
"10267",-0.782184135195364,-2.21874694275897
"10268",-0.782229350213737,-2.21875218896428
"10269",-0.782425257845211,-2.21877491752062
"10270",-0.782717078190384,-2.21880876691949
"10271",-0.784083918296189,-2.21896720651116
"10272",-0.785059982973496,-2.21908024225539
"10273",-0.786283194085788,-2.21922177434451
"10274",-0.787455270572531,-2.21935725945346
"10275",-0.789573074924526,-2.21960174183142
"10276",-0.790061866873567,-2.21965810962291
"10277",-0.791136630975529,-2.21978197427926
"10278",-0.792585156970247,-2.21994874523819
"10279",-0.793074384412172,-2.22000502690344
"10280",-0.79520741388009,-2.22025015646353
"10281",-0.802697133444467,-2.22110756319441
"10282",-0.803481434275064,-2.2211970503362
"10283",-0.804796933170172,-2.22134701963613
"10284",-0.805190548177093,-2.22139186169362
"10285",-0.806349526002794,-2.22152381441322
"10286",-0.809258522311859,-2.22185447108896
"10287",-0.810654932152838,-2.22201292261318
"10288",-0.811572543401617,-2.2221169478877
"10289",-0.812563623147363,-2.22222921590245
"10290",-0.813685720457545,-2.22235621763101
"10291",-0.814866438794197,-2.2224897307809
"10292",-0.81575286853247,-2.22258988327353
"10293",-0.820978417046357,-2.22317884212397
"10294",-0.822379588245731,-2.22333634565996
"10295",-0.823248203834119,-2.22343389667405
"10296",-0.824847814257496,-2.22361336553025
"10297",-0.825459370120407,-2.22368191852968
"10298",-0.826606259034088,-2.22381038978928
"10299",-0.828504002899478,-2.22402271085206
"10300",-0.829433482627704,-2.22412658420199
"10301",-0.829888424406531,-2.22417739775265
"10302",-0.830561055319842,-2.22425249166097
"10303",-0.830739126296397,-2.22427236511174
"10304",-0.831273393504088,-2.22433197454176
"10305",-0.831609825728267,-2.22436949799961
"10306",-0.833985558615113,-2.22463418470612
"10307",-0.835252658990013,-2.22477515036124
"10308",-0.836065641568007,-2.22486552002414
"10309",-0.837135038281751,-2.22498430288674
"10310",-0.83759181575942,-2.22503500837315
"10311",-0.837729753247227,-2.22505031676117
"10312",-0.83876166811749,-2.22516478584631
"10313",-0.839971583159358,-2.22529888023851
"10314",-0.840150130195799,-2.22531865757176
"10315",-0.843007265424502,-2.22563475430833
"10316",-0.843920713815229,-2.22573566101631
"10317",-0.843981134477832,-2.22574233296745
"10318",-0.845947862278492,-2.22595933345854
"10319",-0.846941571206345,-2.22606884583148
"10320",-0.847371732049381,-2.22611622511188
"10321",-0.849427052003769,-2.22634238056188
"10322",-0.850580059520732,-2.22646908878226
"10323",-0.850759138244431,-2.22648875796319
"10324",-0.852989262116607,-2.22673346970818
"10325",-0.856295916865139,-2.22709551082216
"10326",-0.856334931850914,-2.2270997768373
"10327",-0.856952781966156,-2.2271673167709
"10328",-0.859465972802641,-2.22744170304958
"10329",-0.85991758034109,-2.22749095077963
"10330",-0.865094530525227,-2.22805423576035
"10331",-0.867153363275705,-2.22827760694419
"10332",-0.867992121850466,-2.22836850269067
"10333",-0.870072814047373,-2.2285937249994
